,Acres,FieldCropP,SavedWat_2,TNC_Total,Krat_Total,Kitfox_Tot,Corridor_1,CPAD_Total,alfalfa-pasture,corn,field-crops-grains,trees-vines,veg-fruits,PPIC_Regio
23,156697.81330506023,252006335.1599999,117196.74031990381,24179.270954484622,2142.260934970399,38880.477439402835,3926.7325873057275,43180.54368839527,75284.97825598011,23740.216325709975,42678.147724010036,11689.152015440004,3305.318983920002,KR
24,156696.87901712005,252062161.27999985,117236.38772875759,24580.24185523691,1941.1270973969786,38371.47251710089,4333.180315275569,44276.94194853026,75284.97825598012,23740.216325709996,42651.16101454,11750.618689019997,3269.9047318700023,KR
25,156600.78491522014,251483209.12999982,117147.12548929045,24137.212241889294,2111.168503152357,38759.02848370272,4213.216970501925,43348.06600576421,75284.97825598012,23740.216325710015,42651.61851921001,11654.299223079995,3269.67259124,KR
26,156627.97228385005,251447965.8299999,117172.50029891079,24009.052551933928,2240.424376961938,39067.88958299656,4116.365500013953,43801.49723012921,75284.9782559801,23740.21632571001,42680.65300131001,11676.319023119995,3245.805677730001,KR
27,156686.65902429985,252041808.5599999,117206.04090710917,24050.480143109897,2209.752794580896,38909.01858312342,4457.975895025208,42659.607764760345,75284.97825598011,23740.21632571,42653.57216718,11713.06187318,3294.8304022500015,KR
28,156589.13045959978,251419336.9499996,117139.44129344645,24684.51049568901,2298.7407261870853,39408.95642516336,4162.996497795944,44535.596655970854,75284.97825598014,23740.21632571002,42652.124988870084,11638.118569570008,3273.69231947,KR
29,156621.06352839983,251248060.2799996,117175.02725090653,25045.85664684758,2172.133020703374,38450.77273690735,4387.1660224870575,44177.86344811849,75284.97825598014,23740.21632571,42710.980519220044,11641.22827486,3243.6601526300005,KR
30,156569.61469367,251253240.68,117126.45166829725,24538.695826218944,2033.5927376319332,38671.19237126053,4241.107621516762,43777.10056220394,75284.97825598011,23740.216325709986,42655.53610657003,11630.09233595,3258.791669460001,KR
31,156731.72923310017,251705026.22000045,117243.23740650446,25248.62339944435,2113.0716195688356,38725.216488602506,4256.4242073966925,44087.79538679158,75284.97825598008,23740.21632571001,42746.68642259004,11728.06576104,3231.78246778,KR
32,156656.15668072985,251914248.24999985,117180.47501624217,24320.29550330136,2269.095817924572,38991.54426401479,4324.292035543262,43655.32041403506,75284.97825597998,23740.216325710033,42654.02547170004,11655.089218899999,3321.84740844,KR
33,156605.04386529006,251506742.84999985,117159.27864653368,24436.629751765828,1989.2106105999387,38569.86552957268,4230.048739445494,43801.194477356534,75284.9782559801,23740.216325709996,42648.18227122001,11671.109615489993,3260.5573968900007,KR
34,156608.23231434004,251470382.9099996,117158.51042193033,24641.563591133,1958.404263947552,38664.67618469451,4302.837506572387,43980.16083658247,75284.97825598002,23740.21632570999,42661.67438498997,11654.71290197001,3266.650445690001,KR
35,156615.07882533004,251431204.60000005,117155.8937787374,24324.83245532826,2147.03372123458,39056.89337056799,4220.512353508067,43012.679174756915,75284.97825598002,23740.21632571002,42671.81589813,11664.903396249998,3253.16494926,KR
36,156643.9406616595,251753006.3499994,117161.46828163473,24966.834985055066,2156.351917396034,38996.247081799185,4309.237634612659,44449.13110847727,75284.97825598012,23740.216325709996,42650.236395280015,11696.942068889995,3271.5676157999997,KR
37,156666.07817119008,252020574.47999975,117188.58622017782,24255.995385742175,2262.220256621843,38967.046457400735,4123.228673971392,43252.03026027701,75284.97825598007,23740.216325709982,42647.28110314005,11665.840033140003,3327.7624532200016,KR
38,156699.69440121972,251780938.39000002,117232.45691454246,24325.52985177393,2241.2140396825434,39380.638608819216,4305.5931437955,44033.56378822617,75284.97825598004,23740.216325710033,42707.703782990044,11702.122105269995,3264.6739312699992,KR
39,156676.2707604798,251917658.58999982,117209.40627681908,23812.76277887391,2241.834943357847,38956.879747746105,4158.647197538029,42909.52083933407,75284.97825598002,23740.216325710022,42677.991684230015,11649.154616499998,3323.9298780600006,KR
40,156735.7631831498,252603022.3999997,117231.53660486513,24408.161386528875,2274.8079451173458,38891.062035645744,4312.786008960392,43100.82951296359,75284.97825598015,23740.21632571002,42641.31421728004,11678.486880339999,3390.7675038400002,KR
41,157057.58302870006,251955655.6399994,117361.7545747823,24265.756838172183,2310.3507211931455,39042.198913694316,4067.488781653639,43239.11756259562,75284.9782559801,23740.216325710007,43086.563887220036,11703.821489290007,3242.003070500001,KR
42,156674.28287672007,251422057.30999988,117190.3585962303,24967.791631454773,2025.8756225141854,38703.26362487798,4093.2324857641197,45093.429681029855,75284.97825598014,23740.216325709993,42747.97239695004,11637.458286070003,3263.657612010001,KR
43,156752.54205723005,251784668.96999982,117222.43489814087,24012.0199559554,2132.7733091552163,38910.68899612576,4275.169183124172,43365.16538657427,75284.97825598,23740.21632570999,42765.64800967999,11705.962588749999,3255.736877110001,KR
44,156746.37051737998,251605102.08999965,117209.06701011605,23758.696130643795,2083.439789042509,38299.93880675153,3895.6607022446374,43201.20042151507,75284.97825598007,23740.21632571,42797.78664670002,11658.023908789995,3265.3653802000003,KR
45,157071.96285749992,252176176.76999992,117341.37712470225,24441.013938595766,2274.9953536403154,38947.10172875621,4393.496763927632,43531.168974393746,75284.97825597996,23740.216325710022,43073.745941350026,11698.544742880005,3274.47759158,KR
46,156587.37025698967,251477818.80999976,117140.50003953699,24267.324889136788,1937.3322833117581,38468.037755928606,3973.3422002839666,43378.64171746525,75284.97825598002,23740.21632571001,42640.63507830003,11642.81922315,3278.72137385,KR
47,156614.24947854018,251388119.56000006,117162.43148710208,24541.556387262157,2174.713722449828,38734.47741648661,5037.597923984371,42881.23142070136,75284.97825598014,23740.21632570999,42676.799415350004,11665.102735170007,3247.152746330001,KR
48,156622.8348457899,251393204.85000026,117164.00108305606,23706.491665376816,2262.7314216638974,38568.48709879511,4314.96041947497,42478.25286578215,75284.97825598005,23740.216325709996,42680.81980474994,11681.852332730012,3234.9681266200014,KR
49,156660.91393273012,251968331.7999997,117191.48363581445,24616.0053001809,2159.383512410385,39177.736045940444,4045.747461063684,44512.31926530288,75284.97825598014,23740.216325710026,42658.56540048,11632.517662050011,3344.636288510002,KR
50,156630.03846001008,251322598.67000002,117180.76358792053,25096.585489359746,2138.4863526621584,38981.238221871165,4130.506982160462,44010.11477377362,75284.97825598007,23740.216325710007,42708.15480164003,11650.033235820001,3246.6558408600004,KR
51,156617.70730956993,251168963.62999964,117135.41103899076,24230.464090708996,1982.0063911194868,38679.869861513755,3718.8779200295553,43961.44102215154,75284.97825598007,23740.21632571,42720.914330750005,11631.952771270002,3239.6456258600006,KR
52,156644.48773556997,251798984.88999954,117185.16235620894,23856.377185412588,2213.1117761857813,38980.568117871015,4466.909873881975,43628.34958195012,75284.97825598008,23740.216325710004,42647.68343211999,11686.095848440002,3285.513873320001,KR
53,156582.9783834098,251251477.12999958,117127.12435227746,24329.271310976666,2090.4536571077588,38955.771011001845,4139.047904308437,42929.419499192394,75284.97825598018,23740.216325710004,42662.70186589002,11657.63484878,3237.447087050001,KR
54,156611.33835064992,251538065.38000017,117172.46910197253,24260.499845846833,2092.182742467155,38552.93996307731,3941.0269319700633,43225.99640192786,75284.97825598007,23740.216325709996,42643.18308901001,11697.307924709996,3245.65275524,KR
55,156573.1684666999,251277466.74000016,117125.45531608298,24166.540644771914,2113.359097270459,38239.35905800256,4189.341973461579,43208.729731103434,75284.97825598007,23740.216325709996,42655.674309910006,11631.81014103,3260.4894340700016,KR
56,156636.55533716962,251448956.3099999,117163.02812854556,24603.493787898104,2156.1806628620516,38663.26163369035,4151.798795409464,43316.77094951319,75284.97825598007,23740.21632570999,42694.45960391004,11661.906342649998,3254.9948089200007,KR
57,156656.5304451299,251582423.39,117168.48369311586,24972.359849539633,2081.299479692776,38966.4119539715,3999.8692171219996,43207.816328287874,75284.97825598004,23740.216325709996,42705.69555568004,11637.481800710006,3288.158507050001,KR
58,156664.7608234798,251283585.45999983,117154.70829508538,24349.729044579548,1985.3852802206386,38416.848014086725,3824.2271517536465,44280.284427504084,75284.97825598004,23740.216325710007,42755.13661483008,11641.883946230002,3242.545680730001,KR
59,156661.31605009027,251669677.76999977,117155.48236911476,23963.493998948255,2037.8304226535613,38748.15012876432,3931.3483239103543,43403.27685632014,75284.97825598011,23740.21632571001,42700.84632037002,11631.196145370004,3304.079002660001,KR
60,156628.0328838796,251713287.25999966,117159.52237261347,24875.595078030343,1953.8259670010016,38454.6754686811,4364.822168271426,43281.06299524233,75284.97825598,23740.216325710022,42646.11046176004,11668.881026840005,3287.8468135900007,KR
61,156641.34704651972,251410764.0800003,117200.80177129769,24203.12916292022,2221.4079376799327,38807.20871569527,4507.318142008165,42994.11841305054,75284.97825598001,23740.216325709996,42699.73280425998,11680.25598574999,3236.163674820002,KR
62,156622.2197780898,251359513.01999953,117191.62792165393,24794.352940689565,2218.2057464064883,38797.78136568529,4621.818195303781,43906.13370265732,75284.97825597998,23740.21632571,42685.101645609975,11680.835275710007,3231.088275080001,KR
63,156654.09009243982,251770744.8,117213.01927222604,24352.942204271076,1936.0572647472293,38940.30743868566,3989.1638003290545,43640.773548594734,75284.97825597995,23740.216325710015,42658.96083333007,11697.821944130003,3272.112733290001,KR
64,156650.55098638954,251720308.4099999,117192.03738146785,24637.124402502955,2109.4296458670724,38870.85709276563,4222.182878638902,43630.727799036,75284.97825597998,23740.21632571001,42662.10904106002,11697.343196269992,3265.904167370001,KR
65,156758.38818329945,252346206.8399999,117251.12633225553,24538.38265038523,2161.3166355645344,39122.275494286056,4256.764470013919,44235.846426958335,75284.97825598007,23740.21632570999,42705.80165076996,11667.196201089997,3360.195749750001,KR
66,156585.5617860902,251365557.9699998,117146.43915664991,24291.686773831145,2119.454278689722,38899.51969838681,4420.333887416349,42614.316217666885,75284.97825598017,23740.216325710015,42650.35418063005,11655.718815739998,3254.294208030001,KR
67,156730.96940184975,251549726.13999954,117206.7291895585,24839.161831966096,2072.6261528826867,38443.25679448322,3971.093414877713,44692.75346455337,75284.97825598001,23740.21632570999,42781.922215990024,11678.906904940008,3244.94569923,KR
68,156596.30300206013,251445171.69999972,117156.69515008802,24809.81361341966,2006.2142657269274,38915.98922468939,4437.844816819253,43655.62655963981,75284.97825598015,23740.216325710004,42646.482645890006,11672.410284420008,3252.215490060001,KR
69,156629.77909233992,251354796.6199998,117145.29266917035,24188.320488945665,2112.903506978725,38751.10395004032,4424.519465679693,43459.52910596542,75284.97825598018,23740.216325710015,42695.147675460015,11677.906047129998,3231.5307880600008,KR
70,156675.13261281973,251637620.10000002,117212.96077796689,24786.628957819543,1907.4666882636416,38551.33499055779,4552.62852778637,43867.72646973663,75284.97825598001,23740.21632570999,42707.016187269975,11678.035393499995,3264.8864503600016,KR
71,156592.68325566995,251232031.04999942,117144.66873040596,24062.10584435271,2217.3839697450167,39007.78214407432,4065.807273794028,44019.69171454962,75284.97825598004,23740.21632571001,42676.90286975997,11655.747557039995,3234.838247180001,KR
72,156627.3571998202,251307189.60999984,117169.38060508939,24232.848861757768,1934.7085617874322,38878.09048076586,3853.976476423747,43183.7682479866,75284.97825598007,23740.216325710007,42708.73346382003,11645.083785099996,3248.34536921,KR
73,156694.57431285028,251669786.2999996,117202.59559524499,24747.231335652,2026.2661387131,38689.148248653124,3894.0059829299807,44045.448861975325,75284.97825598014,23740.216325710007,42720.633111080046,11691.0310072,3257.7156128800007,KR
74,156584.24313051024,251328845.25999948,117157.19040148212,24092.48330873692,2239.9032423078174,38813.199892584285,4472.6560384026525,44258.88507428933,75284.9782559801,23740.21632571001,42656.152443560015,11648.311766339993,3254.584338920001,KR
75,156623.58978800004,251519578.88000023,117151.33122652343,24262.701612255434,2185.8999327612732,39058.843747173414,4217.699967532037,43736.23475853626,75284.97825598011,23740.216325709986,42677.63814164001,11636.22576232,3284.53130235,KR
76,156701.53420124008,251461550.5399996,117213.19475500357,24204.230659998993,2123.5902605934516,38813.079548458896,4426.0617365140315,43713.14322014124,75284.97825598008,23740.216325709996,42764.68062026998,11666.33571445,3245.3232848300004,KR
77,156570.33501684017,251211677.88,117121.9359114905,24223.289449943546,2079.2324224748877,38776.70950501094,4101.035138329241,43398.292880995126,75284.97825598002,23740.21632571003,42656.95225240007,11647.540403740006,3240.6477790100002,KR
78,156685.62281994993,251604273.83000022,117176.41941427413,24620.695105535488,2084.382034252055,38520.73270460158,4185.211090030672,43962.243052004495,75284.97825598008,23740.216325710007,42726.933941429954,11666.338666169999,3267.1556306600014,KR
79,156632.88544249017,251500296.95999995,117168.02938770298,24503.368053088987,2340.603438967442,39184.04827220142,4545.343753294993,43706.38335370067,75284.97825598015,23740.216325709996,42680.97102782998,11669.431692379994,3257.2881405900025,KR
80,156588.08845803994,251435161.82999986,117139.8839000073,23835.578670657498,2203.3230950781117,38848.5383180843,4390.971539659476,43929.981167795544,75284.97825598007,23740.216325709996,42648.37870722,11639.387842269998,3275.127326860001,KR
81,156553.38134325983,251121669.22999993,117119.6156392108,24467.656153627584,2114.682069205417,38900.867706031684,4048.31936169561,42971.4167253337,75284.97825598004,23740.216325710007,42651.088840619996,11644.945905880006,3232.152015070001,KR
82,156547.3923644401,251102740.97999963,117133.75955107411,24580.386940890654,2075.4874606337753,38963.32115048749,4116.748036805774,43420.997507040374,75284.97825598008,23740.216325710007,42650.27474538,11633.746877610003,3238.176159760001,KR
83,156599.28910204978,251224524.89999962,117158.91208250955,24242.12773953735,2074.1530975473315,38678.699314305115,3766.821110614953,43036.98932223222,75284.97825598007,23740.21632570998,42689.70538756002,11641.176553530004,3243.212579270001,KR
84,156648.96822512994,251782497.60999995,117176.53835260138,23974.465058436905,1927.8386769549973,38476.376777882906,3940.659057941084,42693.681899414114,75284.97825598011,23740.21632570999,42661.94604229999,11662.701254760006,3299.126346380001,KR
85,156659.25698564996,251678668.05999988,117171.37720913507,24344.50509426024,2295.1273419338727,38818.714148972955,4368.492521928993,43208.7763657577,75284.97825598008,23740.21632571,42693.835807010044,11642.825657120002,3297.40093983,KR
86,156616.92394297017,251324253.27999997,117181.32903242574,24455.710956915016,1974.38014979963,38641.16123494438,4013.4496778448142,44297.35000755133,75284.97825598011,23740.216325710004,42689.569890819985,11662.083648890013,3240.0758215700002,KR
87,156553.4940796601,251144087.20999998,117141.99164314553,24499.92040383261,2121.4440272353245,39034.09840940763,4161.392569117118,43756.478094973136,75284.97825598017,23740.21632571002,42648.02098587998,11645.231933230005,3235.0465788600004,KR
88,156641.33573002997,251808967.63999987,117170.00259404504,24182.04166789906,2159.2542886338993,38709.5426402034,4399.8622600687795,44083.93719039131,75284.97825597998,23740.216325710004,42645.85469920001,11675.582108739998,3294.7043404000005,KR
89,156617.4014066898,251380854.53999957,117150.62539579652,25007.932171150373,1952.0698088638976,38411.80109967359,4455.5840772433085,44764.52327153753,75284.97825597988,23740.216325710007,42675.641806260035,11684.434498720002,3232.1305200200004,KR
90,156612.96743910006,251329897.63999993,117143.67042838308,23782.30977085628,2094.049950814482,38891.093403892766,3865.4840506850915,42819.1254972504,75284.97825597995,23740.21632571,42690.330557049994,11641.786859480002,3255.6554408800007,KR
91,156670.5541473302,251760098.31999987,117191.9320918014,24309.645991008903,2116.611371272776,38966.08358937307,4821.9095809803675,44122.47744674531,75284.97825598023,23740.216325709982,42684.630797189944,11678.809248669995,3281.919519780002,KR
92,156653.35777097018,251563694.92000008,117184.92837917228,24359.363638709212,2090.438357148361,38580.73564107864,4384.937596653232,43468.54940634354,75284.97825598017,23740.216325710004,42691.453777600014,11682.303112530002,3254.406299150001,KR
93,156624.9836233301,251591900.32000014,117159.00177370734,24234.41692033005,2030.4971154359657,38574.29239151434,4526.601054525566,43828.95241007704,75284.97825598012,23740.216325709996,42669.214041890016,11636.096699349997,3294.4783004,KR
94,156653.24032633982,251501870.04999983,117208.76283996843,25011.52190306405,2174.6279073366263,38857.03496560653,4540.731062173027,43938.7905743197,75284.97825598011,23740.21632571001,42694.25544112001,11701.3766828,3232.413620730001,KR
95,156674.48283856024,251846081.7299995,117178.76308425734,23871.693474925876,1975.3593820538656,38727.86486689739,4417.583216986919,43531.96578296712,75284.97825598004,23740.21632571002,42681.370509640015,11664.483575420008,3303.434171810001,KR
96,156625.23107250966,251590767.78999975,117167.60822903717,24783.520920226947,2090.8745650772407,38815.06162151292,4166.476638793967,43758.38776571625,75284.97825598005,23740.21632571001,42656.08155152001,11681.953496769993,3262.001442530001,KR
97,156642.82298352983,251499292.09999993,117201.44910776563,24675.962358145418,1983.9433863104655,38674.32916645671,4127.83736707474,42678.41555295395,75284.97825597998,23740.21632571001,42683.382610600005,11699.627690589994,3234.618100650001,KR
98,156600.86172286002,251335631.23000014,117147.07089464852,24936.16204420741,2132.0006282224067,38683.10297190374,4492.918378935094,43971.19656955849,75284.97825598011,23740.21632571001,42673.75285638004,11648.985881069999,3252.9284037200014,KR
99,156975.54187424958,252248716.34999964,117309.40416264955,24063.256205052436,2386.363303439044,39398.321890248524,4311.669018321402,42799.56517953321,75284.97825597989,23740.216325709996,42954.64703396998,11699.548692110004,3296.15156648,KR
