,Acres,FieldCropP,SavedWat_2,TNC_Total,Krat_Total,Kitfox_Tot,Corridor_1,CPAD_Total,alfalfa-pasture,corn,field-crops-grains,trees-vines,veg-fruits,PPIC_Regio
29,129418.88452174996,215438802.7900002,69574.92610435408,4935.8994441529885,1290.9501553689947,12394.478368520195,16975.483342420186,21160.45664046223,36851.43041571003,3951.027228389997,72428.67258062994,7766.449529350001,8421.304767669995,SW
30,129462.53765053982,215343833.0700004,69472.4695098307,5454.621784848275,1197.6230262721492,11212.051783756728,16155.681160939288,21362.561785324702,36876.57022006999,3911.9565599700018,72514.83714465993,7757.845862720001,8401.327863120005,SW
31,129311.77502449985,215218728.41000006,69470.40076286532,5593.190041306101,1221.1009680698287,11713.225015729082,17372.88305004901,20906.49047238107,36831.47275234999,3935.7054702299993,72372.42819760996,7752.878883389999,8419.289720920002,SW
32,130099.19166477007,216686431.27000007,69918.59157572858,5158.618017547883,1203.1109195661625,12388.804904475668,17255.120863725115,19826.09124564852,37060.149243330015,3916.6796472199994,72917.00289775993,7755.25312178,8450.10675468,SW
33,129511.17862967997,215588381.06000012,69455.54517084913,5599.727414109891,1222.5622339134038,11933.45448459797,16825.236820347196,21934.28355469898,36859.23911871997,3929.1668030599994,72507.23968181999,7801.754037540006,8413.778988539992,SW
34,129353.5291869299,215330431.58000007,69496.46580474378,5358.332399599943,1210.0616417665447,12425.623164085018,15868.569933898947,20625.005238111997,36830.74927902001,3951.60320547,72378.04693987,7773.887356450001,8419.242406119998,SW
35,129515.80585117008,215595452.98000008,69586.41632666034,5244.476405850689,1193.5465605139698,11435.102038909594,16493.642288741183,20259.996993531433,36890.88190250004,3906.2808343499996,72486.88799819999,7815.399986490003,8416.355129629996,SW
36,129393.70007143993,215284403.84000024,69536.2984454183,5692.805509030854,1183.5311352947704,11741.516412365894,17275.44284720581,21393.839979546567,36922.87375628998,3890.44740152,72380.51547145,7786.529293960005,8413.334148220003,SW
37,129390.3596576399,215398857.45000014,69448.98406478082,5342.99800164264,1212.5612592029593,12130.918586796883,16777.925934453793,20938.30372364624,36861.599411699965,3924.0942554100006,72422.8424451299,7752.299957240001,8429.523588159995,SW
38,129661.50867680997,215978907.10000032,69738.75682538922,5040.135360202403,1251.7940735393163,12265.99505225262,16341.603703827765,19931.545048511678,36933.24016515002,3892.94995497,72598.50695364998,7791.2197681,8445.591834940004,SW
39,129478.94740522979,215746326.64999995,69629.55194316823,5418.219933720467,1206.6088457994886,11856.189876440514,16431.21779807448,19219.918803643784,36862.69356993999,3952.1920254799993,72429.62091343,7784.137141439999,8450.303754940005,SW
40,129485.63349256004,215655699.97000042,69532.04396296917,5639.509816247732,1187.2364072133043,12589.48311397538,16577.18407486121,21853.356833618283,36880.19032153999,3967.270781270001,72439.34513140998,7759.10667651,8439.720581829997,SW
41,129764.0046353898,215924228.6200003,69781.07352226907,5748.002599826064,1224.0119354977153,11762.103323439223,17563.234193879336,21595.565609449695,37108.483566440016,3951.588358719999,72471.00452908999,7815.5626359299995,8417.36554521,SW
42,129353.21949050987,215238713.66000047,69457.7562538452,5415.01334013175,1186.6890333590588,12332.985775883282,16591.97723776359,21523.28318667149,36822.27874682,3895.851275600001,72468.57982526995,7754.1365604799985,8412.373082340002,SW
43,129787.14932210975,216098914.6300004,69724.55246945842,5761.614798761689,1234.2635832963892,12015.57533354084,16659.8359835376,19991.373277851068,36823.504895759965,3893.4993158400002,72885.22500086,7764.155906309999,8420.76420334,SW
44,129658.26664070981,216094691.77000037,69662.37502178752,5059.167086358198,1203.6722296321009,12184.570362952774,17080.678345917197,19854.005262690986,36967.577500280015,3895.50770563,72566.16775132001,7752.602785500002,8476.410897979998,SW
45,129466.88732254988,215535985.64000008,69605.13253978077,5169.924598105519,1194.2089461139697,12042.042882903053,16455.776692429594,19995.984792126488,36901.01929208999,3906.4744118099998,72457.34842271997,7770.772364109998,8431.272831820004,SW
46,129751.89803690997,216221456.96999994,69591.89723874301,5752.186195889872,1199.6884998761257,12559.3089762431,17972.278111491014,22173.270470280586,36829.72971729999,3880.2922523899997,72805.51380893,7788.997039699995,8447.365218589995,SW
47,129460.16552816992,215692324.26000023,69496.97665460697,5291.5617079919375,1183.453774134834,11776.772179850606,16662.944574433957,21510.563387295788,36838.19730322004,3956.9269075599996,72432.75389985996,7789.333499529999,8442.953918,SW
48,129462.83956021999,215380336.2300003,69455.6075647256,5635.931624528805,1235.5926938005812,12221.138340531817,16561.949352396354,21706.07470254495,36847.945574679965,3898.07912555,72540.02859741004,7775.396699400003,8401.389563180004,SW
49,129528.6602650501,215596147.87,69549.99195148596,5522.698224374134,1224.442812467606,12258.436845720347,16862.3946234408,20889.39542918935,36892.774963920005,3885.8687978499997,72549.45415156998,7778.551262750003,8422.01108896,SW
50,129380.12956970972,215364266.45000023,69578.48060550203,5408.125083679087,1205.498610465363,12238.948134853255,16924.479409233078,20732.190483598755,36854.36896153999,3932.3530870499994,72387.56273146,7787.379150620003,8418.465639040001,SW
51,129683.18305198982,215802433.72000015,69756.14521882684,5433.924264301197,1205.711187756541,11652.570723655994,16736.974658989093,20552.456545491357,36916.65740728001,3918.0284195800004,72643.01329715997,7800.019377869996,8405.4645501,SW
52,129553.16002775013,215587230.57000023,69565.76980298813,5340.93012130444,1223.8727118550169,12330.457143205547,17406.43840557971,21511.72157055971,36863.34754420001,3903.4785140900003,72602.96161987,7773.827110310001,8409.54523928,SW
53,129611.29052777993,216374581.59000018,69622.67886771786,5431.191943500117,1192.6186138420924,13321.791177101275,17196.48946386223,20279.794162523413,36882.05416802,3886.1169964799997,72564.93997662,7752.619547169995,8525.559839489999,SW
54,129404.73047691988,215312615.43000025,69488.48718779553,5536.999585307821,1206.0036991445115,12250.422999233626,16748.077865697604,20399.002517856374,36847.90664744999,3935.81186749,72452.11009735997,7761.713094950003,8407.18876967,SW
55,129397.51619475991,215776326.93000028,69485.06527363503,5383.82353373241,1333.0698217070958,12615.967364193371,17317.211524995233,19764.735854938033,36820.13846283999,3924.859860469999,72417.40333685002,7752.565111199999,8482.549423399998,SW
56,129582.24609356002,215531475.49000022,69733.54888651612,5104.482831760469,1214.1887858565653,12190.26613202818,16578.11234520083,20336.484804549535,37072.28797115998,3918.2258142799997,72410.06714197998,7764.906118029997,8416.75904811,SW
57,129564.67349587003,215576682.4800002,69696.35823654685,5230.613559125124,1193.3737093960972,12263.246254811109,16633.945035952165,20287.569766364595,36915.768769429975,3895.185136379999,72570.55399156996,7771.474671920004,8411.69092657,SW
58,129368.79081031993,215292802.43000057,69355.31720759957,5538.141859472173,1201.6683798320194,11597.580152570821,17805.934948579634,20934.454475973533,36852.28281421004,3922.8375892700014,72420.41541167,7755.9991634100015,8417.25583176,SW
59,129413.71278801988,215434247.62999997,69504.39177685909,5028.113970169876,1247.1550052143298,11871.379803108846,16799.05840531409,20259.076878827684,36863.53588380001,3927.2303875500006,72383.26385696999,7826.195852610002,8413.486807090001,SW
60,129441.62634144988,215749454.24000016,69530.82533257017,5626.054269946998,1245.4778933624975,11653.87775537565,17521.529741699913,21208.6803758615,36822.21941972001,3888.0436837800016,72511.95563392996,7750.239641430006,8469.16796259,SW
61,129380.99674713987,215929012.97,69584.20719347303,5535.990341067699,1230.756659384127,11719.917520685463,17228.882905834053,20751.18138071086,36846.693688789965,3891.8114558999982,72369.46056211,7756.354245450001,8516.676794889998,SW
62,129637.27708687997,216164171.7300004,69748.29528924848,4899.5884124457725,1230.2542308099864,12117.339468339322,16656.853021959676,22022.674831676166,36940.53937375997,3920.8084707000007,72496.98488192,7800.087655839994,8478.85670466,SW
63,129294.9530697299,215226720.04000014,69489.0623813437,5523.374262671701,1226.5760490759274,12043.2247040422,16568.92230149835,19564.14195564078,36831.82246425,3907.4012715800004,72374.52972499,7753.4521259,8427.74748301,SW
64,129667.54953223004,217270932.72000006,69731.87400089565,5599.511401225208,1272.984939715711,11732.296753179377,17197.577533986314,20066.39664656954,36821.14087149998,3883.486428719999,72546.48233302991,7776.375589030003,8640.06430995,SW
65,129487.59492770983,216022338.02000025,69564.4458829226,5336.572106218047,1184.9174546293827,12056.196135668075,15834.67030714211,19585.37042084381,36844.288152690046,3933.684248290001,72443.42287727,7772.869621920009,8493.33002754,SW
66,129532.5045156298,215788153.07000023,69646.47823195855,5580.975050879425,1177.6164794438844,11892.80441361681,16710.263542032066,19981.226372927697,36862.56743833999,3917.1818493399996,72500.85974170003,7813.581194680002,8438.314291570001,SW
67,129290.07476004996,215141009.99999994,69439.3656587675,5475.015886437444,1297.7124543443072,12054.24945951553,16886.834993040808,21421.105070420977,36846.8626512,3921.1036602100003,72352.93322200999,7752.933481919998,8416.241744710002,SW
68,129619.42802127992,216126135.84000024,69680.61158198272,5427.893921984608,1249.2857589974644,12312.351856944322,16427.47691735651,20626.71698628034,36845.56385386999,4058.138372459999,72488.93836951003,7763.823393899999,8462.964031540005,SW
69,129633.85560376989,216839975.68999985,69702.19986322742,5668.972662736317,1191.9446754543142,12113.227804364802,16936.279201357065,21079.034418150175,36897.986920709984,3905.54216219,72424.51222730996,7827.700216849996,8578.114076709999,SW
70,129373.04996677993,215482669.6800003,69500.89187035308,5561.857788364309,1289.2388494802892,11615.346090151243,17814.409919431273,20065.240019316752,36868.27476467003,3907.9640985300007,72379.70696324996,7770.8084780499985,8446.295662280003,SW
71,129353.67451499992,215288493.0900001,69481.91828249251,5624.364195301919,1288.1703061427438,12103.965941788605,17050.138927431755,21190.928869260664,36845.76312815003,3898.8070183200007,72421.17762936006,7768.1253587800065,8419.801380390003,SW
72,129424.5463334099,215388283.53000006,69514.11352273019,5392.621898892873,1283.2571605993292,12048.66543366655,16423.34682998397,19514.706285477907,36912.05642849999,3947.104349539999,72389.3141467199,7754.829586190001,8421.241822460004,SW
73,129393.48976077995,215253333.94000012,69478.68939938747,5409.184433513251,1220.2196419647287,12171.35186091518,17532.439037185817,20181.98469996806,36863.87581275001,3897.238517549999,72449.92509510004,7780.033463230001,8402.416872149997,SW
74,129489.58596078005,215490480.57000023,69504.68814777216,5578.8004332105875,1231.2355478435045,12502.235796791829,15775.759355154776,20800.66541106634,36839.97448135006,3913.34342136,72570.89955213996,7751.71942542,8413.64908051,SW
75,129690.36775707989,215893747.88000026,69877.07625019929,5616.875422457177,1218.8295701426964,11603.830401713018,17759.39984030209,21030.282962004163,37126.12429068998,3892.385482580001,72467.73835126997,7750.0266588899985,8454.092973650002,SW
76,129389.90768224996,215355421.55,69573.75231955368,5182.288871966297,1240.501623703867,11830.904880522527,17413.630208592112,20899.33170627718,36865.73639908,3908.6898439800007,72439.02480563999,7751.86143255,8424.595201000002,SW
77,129332.42279648995,215145830.67000002,69466.51479424903,5409.495312941533,1219.9465552143017,11712.312880331196,15671.429580651955,20158.34104918633,36863.76036568003,3892.251381480001,72412.69583318997,7755.178865000004,8408.536351140001,SW
78,129403.58062985004,215820421.00000012,69392.7476840313,5170.015354663785,1203.840061615563,11860.152837610456,16437.430538295102,20668.96711961751,36820.92107933999,3921.1078971700003,72394.52016893993,7785.427026500006,8481.604457900003,SW
79,129520.58675205987,215641270.2300002,69524.3675663597,5815.695304694321,1219.1039565917092,12021.504241245062,17948.194438629544,21919.573816960517,36820.64902669996,4106.529533589999,72418.76197239006,7767.520646890004,8407.12557249,SW
80,129621.82079890992,215923308.5100001,69714.94576229683,5370.8441510545335,1178.6801195851742,11985.617620986248,16891.865113339976,21081.938005770564,36882.18566399997,3942.8433660700002,72565.53640689996,7793.355680929998,8437.899681009998,SW
81,129398.24988297996,215544620.02000013,69534.21020036653,5545.140884519507,1198.5271149976754,11860.123136604718,16647.0609253719,20035.701872777536,36841.7101264,3926.7379431599998,72422.96840553991,7760.616611409997,8446.21679647,SW
82,129451.56550129992,215539564.28,69472.473409448,5638.072512759254,1234.563317601011,11730.91815937052,16867.976650296892,20646.412273079535,36848.81297689,3903.7662174900006,72503.63079332,7763.321075789996,8432.03443781,SW
83,129393.14569136991,215397170.2800004,69450.84613203071,5509.04425943702,1281.4121219351832,11988.847328390091,16586.506122687282,19776.67942097253,36820.262646740004,3909.6330990700008,72443.63752666998,7805.346554109996,8414.265864779998,SW
84,129288.15521138997,215296404.78000024,69471.93331245522,5255.2417638192055,1248.3246846398815,12143.830330628747,16382.287926609653,20494.509540228315,36844.25840992001,3887.1632573800002,72358.69786196998,7754.284711540003,8443.75097058,SW
85,129789.18204075002,216187053.44000024,69878.83107797366,5522.517397989447,1210.4408713588987,11901.648418980454,16544.782109575433,21183.621111724413,37034.888705990044,4026.1572675,72526.94498536992,7751.145248149996,8450.045833739998,SW
86,129649.78082139991,216085964.61000022,69652.92819893439,5572.114159156156,1191.6174015897661,12072.710632140821,17324.629394728134,20931.626051459953,36875.864521239986,3916.91135408,72616.34885066998,7781.200567829994,8459.45552758,SW
87,129351.97245074988,215244413.5799999,69525.0305012968,5082.841672698628,1206.0334785822072,12019.407867938806,16367.954389049577,20950.954074813046,36821.04870796999,3916.45585231,72442.59108960001,7761.578655709998,8410.298145159999,SW
88,129316.93480581006,215436954.97000015,69418.36816954036,5694.361360479802,1188.7148859776078,11766.834115544383,16949.875833862643,21777.441220427925,36820.33339064,3888.723887599999,72364.36570335002,7797.324793149996,8446.18703107,SW
89,129858.28776301006,216840291.2200003,69761.67292631672,5728.206689750333,1160.715923537672,11716.400021473119,16278.413858640903,21423.161766762238,36925.11567241003,3906.112778699999,72727.57891134996,7772.742672309998,8526.737728239996,SW
90,129545.88430092002,215975179.48999977,69607.7394339302,5404.7830321811325,1223.92930177433,12557.80290658282,16311.814382821312,20860.932182235058,36875.46043204,3989.1280433699994,72451.14928742996,7759.716492269998,8470.430045809999,SW
91,129327.16638480988,215404383.39000016,69451.1249546658,5175.702772740207,1244.082350100132,11908.47335745911,16610.79998874914,21671.743485666917,36848.27911405003,3887.198959499999,72364.80596316002,7782.563637129994,8444.31871097,SW
92,129516.64271612998,215942619.23000047,69523.42580878732,5262.105795878265,1196.0813319037586,12269.947512740917,16940.525983971558,20532.73709245187,36830.56413922998,3910.2731756699995,72521.15176411996,7784.417591140002,8470.236045970001,SW
93,129695.8875325,216864356.02000028,69686.26992665147,5209.427031434014,1206.6750938858029,11409.62602442256,17202.47528933861,20737.107058254885,36844.990318339966,3938.7199460600013,72536.61955378998,7818.721013299997,8556.836701009997,SW
94,129338.94688612985,215309224.85000014,69389.55194767306,5391.459567827292,1230.9149211173365,11514.545425620174,17425.120246397502,20462.306233846793,36841.60723892997,3898.3638746399993,72413.53927527997,7756.06536525,8429.37113203,SW
95,129339.0517813699,215568866.2200002,69507.87413508729,5464.295464860593,1189.589404625247,12086.974781855397,16234.9409228685,20645.750605711008,36822.23427587003,3936.567225780001,72350.11618757,7767.147641029998,8462.986451120001,SW
96,129617.17377394007,215864784.46,69732.20351855554,5152.307403226612,1190.36813328529,12488.428164263596,16511.844590941193,20442.94796658316,37057.308461450026,3957.521751640001,72392.78052382996,7752.529728580003,8457.03330844,SW
97,129468.77756446994,215718828.2300002,69521.97905077765,5260.4892847683695,1248.9079439424377,12350.08799244701,16679.155123234963,20835.595145972227,36915.92985656004,3886.02374354,72445.02949063995,7755.549845029999,8466.244628700002,SW
98,129374.90289820998,215392092.6600003,69566.78955290593,5328.46025483466,1226.6545652328123,12643.461617333951,17110.909757983987,21859.74517932515,36878.28726232998,3940.31421467,72353.41880307997,7773.626977620001,8429.25564051,SW
99,129408.5744635699,215505072.80000013,69584.00636318342,5692.7098748696035,1202.5102729726611,12216.311764384349,17034.4750440664,20188.29383285267,36853.17209412999,3931.9101514100003,72427.28409715998,7757.848959390003,8438.359161479999,SW
