,FID,Area,Crop,FieldCropPrice,SavedWater,Recharge,Kitfox,TiptonKRat,GiantGarterSnake,TNC,HabCorridors,ConservationAreas,ImpBirdAreas,Nitrate,ModSAGBI,Prox2Wetlands,Depth2GroundWater,Crop_PPIC,PricePerAcre,SavedWater_Norm,Recharge_Norm,Depth2GroundWater_Norm,Kitfox_Total,TiptonKRat_Total,GiantGarterSnake_Total,TNC_Total,HabCorridors_Total,ConservationAreas_Total,ImpBirdAreas_Total,Nitrate_Total,ModSAGBI_Total,Prox2Wetlands_Total,Depth2GroundWater_Norm_Total,outcome
18,5844,3.48532659,MixedPasture,65.55899316,16.06735558,573.5615296,100.0,100.0,0.0,0.0,0.0,0.0,0.0,93.33333333,0.0,0.0,5.0,alfalfa-pasture,18.81,0.7614764713299824,0.7262759821405712,25.0,3.48532659,3.48532659,0.0,0.0,0.0,0.0,0.0,3.2529714838838224,0.0,0.0,0.8713316475,24.601621983343897
19,4195,157.5777689,MiscellaneousGrasses,128700.067,726.4335146000001,10828.38469,100.0,100.0,0.0,49.25,0.0,100.0,100.0,93.33333333,91.0,100.0,15.0,alfalfa-pasture,816.74,34.427695746149986,13.711511877740964,75.0,157.5777689,157.5777689,0.0,77.60705118325,0.0,157.5777689,157.5777689,147.07258430141408,143.395769699,157.5777689,118.18332667499999,65.90173391953009
20,17723,34.36137726,MiscellaneousGrasses,28064.311260000002,158.40594919999998,0.0,100.0,100.0,0.0,100.0,0.0,100.0,100.0,100.0,51.0,100.0,15.0,alfalfa-pasture,816.74,7.50729655753921,0.0,75.0,34.36137726,34.36137726,0.0,34.36137726,0.0,34.36137726,34.36137726,34.36137726,17.5243024026,34.36137726,25.771032944999998,64.1159458890415
21,18613,76.50023735,MiscellaneousGrasses,62480.80385,352.6660942,5256.92174,100.0,100.0,0.0,100.0,0.0,100.0,100.0,88.88888889,0.0,100.0,15.0,alfalfa-pasture,816.74,16.713822734054606,6.656611022041986,75.0,76.50023735,76.50023735,0.0,76.50023735,0.0,76.50023735,76.50023735,68.00021097862779,0.0,76.50023735,57.3751780125,60.55840943431514
22,3597,145.10420359999998,MiscellaneousGrasses,118512.4072,668.9303786,3524.4474920000002,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,58.33333333,100.0,15.0,alfalfa-pasture,816.74,31.702462905333746,4.462854343701041,75.0,145.10420359999998,145.10420359999998,145.10420359999998,0.0,0.0,145.10420359999998,0.0,145.10420359999998,84.64411876182984,145.10420359999998,108.82815269999998,59.192203890695
23,8422,63.98895577,MiscellaneousGrasses,52262.339739999996,294.9890861,1524.9796199999998,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,77.5,100.0,10.0,alfalfa-pasture,816.74,13.980349612968753,1.9310152688104119,50.0,63.98895577,63.98895577,63.98895577,0.0,0.0,63.98895577,0.0,63.98895577,49.59144072175,63.98895577,31.994477885,57.18548960629072
24,3019,56.7159429,MiscellaneousGrasses,46322.1792,261.46049680000004,1351.6497650000001,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,87.0,100.0,7.0,alfalfa-pasture,816.74,12.391336925615496,1.7115352232044947,35.0,56.7159429,56.7159429,56.7159429,0.0,0.0,56.7159429,0.0,56.7159429,49.342870323,56.7159429,19.850580015,56.62329785760156
25,17229,50.39784736,MiscellaneousGrasses,41161.93785,232.33407630000002,1201.077423,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,87.0,100.0,6.0,alfalfa-pasture,816.74,11.010955207268456,1.5208720250546444,30.0,50.39784736,50.39784736,50.39784736,0.0,0.0,50.39784736,0.0,50.39784736,43.8461272032,50.39784736,15.119354207999999,56.11783286402487
26,9936,70.84132265,MiscellaneousGrasses,57858.94186,326.5784974,1688.284673,100.0,100.0,100.0,0.0,0.0,100.0,0.0,97.77777778,87.0,100.0,5.0,alfalfa-pasture,816.74,15.477459285331868,2.137801344297043,25.0,70.84132265,70.84132265,70.84132265,0.0,0.0,70.84132265,0.0,69.2670710371298,61.631950705499996,70.84132265,17.7103306625,55.95331064689455
27,3815,67.51320030000001,MiscellaneousGrasses,55140.731210000005,311.2358534,1608.969131,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,55.0,100.0,10.0,alfalfa-pasture,816.74,14.750328902499318,2.037367528233341,50.0,67.51320030000001,67.51320030000001,67.51320030000001,0.0,0.0,67.51320030000001,0.0,67.51320030000001,37.132260165000005,67.51320030000001,33.756600150000004,55.522130494671764
28,2446,97.09944786,MiscellaneousGrasses,79305.00305,447.6284546,2314.06619,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,57.0,100.0,7.5,alfalfa-pasture,816.74,21.214351943513858,2.9302012219205498,37.5,97.09944786,97.09944786,97.09944786,0.0,0.0,97.09944786,0.0,97.09944786,55.34668528019999,97.09944786,36.4122929475,55.28035024349498
29,194,70.7314242,MiscellaneousGrasses,57769.1834,326.0718656,1685.665582,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,58.0,100.0,5.0,alfalfa-pasture,816.74,15.453448601470004,2.1344849034442768,25.0,70.7314242,70.7314242,70.7314242,0.0,0.0,70.7314242,0.0,70.7314242,41.024226036,70.7314242,17.68285605,53.89137950037804
30,10248,60.90552847,MiscellaneousGrasses,49743.98132,280.77448619999996,1479.3392039999999,100.0,100.0,100.0,0.0,0.0,100.0,0.0,93.33333333,0.0,100.0,17.0,alfalfa-pasture,816.74,13.306680363581322,1.8732227980029275,85.0,60.90552847,60.90552847,60.90552847,0.0,0.0,60.90552847,0.0,56.84515990330315,0.0,60.90552847,51.769699199499996,53.3471720378142
31,14038,33.06891028,MiscellaneousGrasses,27008.70178,152.4476764,803.2133805,100.0,100.0,100.0,0.0,0.0,100.0,0.0,93.33333333,0.0,100.0,15.0,alfalfa-pasture,816.74,7.224917511132036,1.0170741179205576,75.0,33.06891028,33.06891028,33.06891028,0.0,0.0,33.06891028,0.0,30.864316260231035,0.0,33.06891028,24.801682709999998,52.04425576608099
32,5848,34.79710646,MiscellaneousGrasses,28420.18873,160.4146608,4073.419423,100.0,100.0,0.0,0.0,0.0,100.0,0.0,73.33333333,98.0,0.0,20.0,alfalfa-pasture,816.74,7.602494962371403,5.157993588190967,100.0,34.79710646,34.79710646,0.0,0.0,0.0,34.79710646,0.0,25.517878069506768,34.1011643308,0.0,34.79710646,44.9302939908125
33,17286,29.44908542,MiscellaneousGrasses,24052.246030000002,135.76028380000002,3447.3692990000004,100.0,100.0,0.0,0.0,0.0,100.0,0.0,73.33333333,98.0,0.0,20.0,alfalfa-pasture,816.74,6.434055768546139,4.365253585223157,100.0,29.44908542,29.44908542,0.0,0.0,0.0,29.44908542,0.0,21.59599597368503,28.860103711599997,0.0,29.44908542,44.77943405259765
34,13473,17.87014567,MiscellaneousGrasses,14595.26277,82.38137154,2092.218212,100.0,100.0,0.0,0.0,0.0,100.0,0.0,73.33333333,98.0,0.0,20.0,alfalfa-pasture,816.74,3.9042813107148175,2.649284790478197,100.0,17.87014567,17.87014567,0.0,0.0,0.0,17.87014567,0.0,13.104773490737662,17.512742756599998,0.0,17.87014567,44.452838417784086
35,16198,25.01732756,MiscellaneousGrasses,20432.65211,115.3298801,1719.1336609999998,100.0,100.0,0.0,1.0,0.0,100.0,0.0,80.0,87.0,0.0,20.0,alfalfa-pasture,816.74,5.465802365560018,2.176864074102802,100.0,25.01732756,25.01732756,0.0,0.25017327559999997,0.0,25.01732756,0.0,20.013862048,21.765074977199998,0.0,25.01732756,44.2802051107433
36,16441,30.63027871,MiscellaneousGrasses,25016.973830000003,141.20558490000002,3585.6421659999996,100.0,100.0,0.0,0.0,0.0,100.0,0.0,73.33333333,85.5,0.0,20.0,alfalfa-pasture,816.74,6.692123665675311,4.540342493912435,100.0,30.63027871,30.63027871,0.0,0.0,0.0,30.63027871,0.0,22.462204386312326,26.18888829705,0.0,30.63027871,43.85121534535292
37,6275,21.53879264,MiscellaneousGrasses,17591.5935,99.29383407,3220.0343829999997,100.0,100.0,0.0,0.0,0.0,100.0,0.0,73.33333333,85.5,0.0,20.0,alfalfa-pasture,816.74,4.705809740500458,4.07738928318761,100.0,21.53879264,21.53879264,0.0,0.0,0.0,21.53879264,0.0,15.795114601948708,18.4156677072,0.0,21.53879264,43.66281018105294
38,8489,22.11496105,MiscellaneousGrasses,18062.17329,101.9499704,1519.689658,100.0,100.0,0.0,0.0,0.0,100.0,0.0,62.22222222,96.0,0.0,20.0,alfalfa-pasture,816.74,4.8316913960018395,1.9243168203462766,100.0,22.11496105,22.11496105,0.0,0.0,0.0,22.11496105,0.0,13.760420208397447,21.230362608,0.0,22.11496105,43.4598638797191
39,11491,13.79618011,MiscellaneousGrasses,11267.89214,63.60039031,2212.593613,100.0,100.0,0.0,0.0,0.0,100.0,0.0,62.22222222,44.0,0.0,20.0,alfalfa-pasture,816.74,3.014198605821133,2.8017109175369805,100.0,13.79618011,13.79618011,0.0,0.0,0.0,13.79618011,0.0,8.58428984591564,6.0703192484,0.0,13.79618011,39.38754859564295
40,16784,37.46547046,MiscellaneousGrasses,30599.548339999998,172.71581880000002,2766.622386,100.0,100.0,0.0,0.0,0.0,0.0,0.0,95.55555556,48.0,0.0,20.0,alfalfa-pasture,816.74,8.185480901810765,3.503253420789121,100.0,37.46547046,37.46547046,0.0,0.0,0.0,0.0,0.0,35.80033844122069,17.983425820799997,0.0,37.46547046,35.01879152943077
41,10930,18.58322004,MiscellaneousGrasses,15177.65914,85.66864438,2175.3891949999997,100.0,100.0,0.0,0.0,0.0,100.0,0.0,95.55555556,0.0,0.0,10.0,alfalfa-pasture,816.74,4.060074273037625,2.7546005835475955,50.0,18.58322004,18.58322004,0.0,0.0,0.0,18.58322004,0.0,17.757299150159255,0.0,0.0,9.29161002,34.797710032045025
42,10510,36.85933265,MiscellaneousGrasses,30104.49135,169.9215235,5260.487381,100.0,32.0,0.0,0.0,0.0,100.0,0.0,96.66666667,34.0,0.0,10.0,alfalfa-pasture,816.74,8.053051510159873,6.661126037930589,50.0,36.85933265,11.794986448,0.0,0.0,0.0,36.85933265,0.0,35.630688229561976,12.532173101,0.0,18.429666325,32.875449555237736
43,12047,20.13830409,MiscellaneousGrasses,16447.75848,92.83758185,2357.4304690000004,100.0,100.0,0.0,0.0,0.0,100.0,0.0,68.88888889,0.0,0.0,10.0,alfalfa-pasture,816.74,4.3998300704779965,2.9851115195873184,50.0,20.13830409,20.13830409,0.0,0.0,0.0,20.13830409,0.0,13.873053928890425,0.0,0.0,10.069152045,32.790294652312724
44,8979,33.6707859,MiscellaneousGrasses,27500.277680000003,155.222323,3941.5700659999998,100.0,100.0,0.0,0.0,0.0,100.0,0.0,37.77777778,0.0,0.0,15.0,alfalfa-pasture,816.74,7.356415696482816,4.991038490423933,75.0,33.6707859,33.6707859,0.0,0.0,0.0,33.6707859,0.0,12.720074674081571,0.0,0.0,25.253089425,32.70194092053129
45,15000,38.14575532,MiscellaneousGrasses,31155.1642,175.851932,3499.39884,100.0,100.0,0.0,0.0,0.0,0.0,0.0,95.55555556,14.0,0.0,20.0,alfalfa-pasture,816.74,8.334109990234001,4.431136326725103,100.0,38.14575532,38.14575532,0.0,0.0,0.0,0.0,0.0,36.450388418584254,5.3404057448,0.0,38.14575532,32.48621552899686
46,13311,4.33443279,MiscellaneousGrasses,3540.104637,19.98173516,507.3974391,100.0,100.0,0.0,0.0,0.0,100.0,0.0,68.88888889,0.0,0.0,10.0,alfalfa-pasture,816.74,0.9469897585155105,0.6424952762695944,50.0,4.33443279,4.33443279,0.0,0.0,0.0,4.33443279,0.0,2.985942588714827,0.0,0.0,2.167216395,32.34449030190655
47,13279,42.0152303,MiscellaneousGrasses,34315.5192,193.6902117,6600.463239,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,49.0,0.0,10.0,alfalfa-pasture,816.74,9.179515459287126,8.357879101184858,50.0,42.0152303,0.0,0.0,0.0,0.0,42.0152303,0.0,42.0152303,20.587462846999998,0.0,21.00761515,32.041338043113235
48,9549,29.247107,MiscellaneousGrasses,23887.28217,134.8291633,3836.671617,100.0,15.0,0.0,0.0,0.0,100.0,0.0,92.22222222,2.5,0.0,10.0,alfalfa-pasture,816.74,6.389927389785069,4.8582101535485,50.0,29.247107,4.38706605,0.0,0.0,0.0,29.247107,0.0,26.972332010461177,0.7311776750000001,0.0,14.6235535,28.536181520256438
49,8446,124.167144,MiscellaneousGrainandHay,106612.3932,230.9508878,9432.092916,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,10.0,alfalfa-pasture,858.62,10.945402074214298,11.94344842302517,50.0,124.167144,124.167144,124.167144,124.167144,124.167144,124.167144,124.167144,124.167144,121.68380112,124.167144,62.083572,82.37606542286458
50,6685,11.4841496,MiscellaneousGrainandHay,9860.52053,21.36051826,1890.828846,100.0,100.0,0.0,0.0,100.0,100.0,100.0,80.0,92.0,100.0,15.0,alfalfa-pasture,858.62,1.0123341074651473,2.3942742082895316,75.0,11.4841496,11.4841496,0.0,0.0,11.4841496,11.4841496,11.4841496,9.18731968,10.565417632,11.4841496,8.6131122,65.41589294736576
51,8540,77.34698587,MiscellaneousGrainandHay,66411.66901,143.8653937,5315.1083659999995,100.0,100.0,0.0,100.0,0.0,100.0,100.0,95.55555556,91.0,100.0,10.0,alfalfa-pasture,858.62,6.818179369699035,6.73029021209343,50.0,77.34698587,77.34698587,0.0,77.34698587,0.0,77.34698587,77.34698587,73.9093420569932,70.3857571417,77.34698587,38.673492935,65.39261731859943
52,17712,74.88051213,MiscellaneousGrainandHay,64293.905329999994,139.27775259999999,5145.617918999999,100.0,100.0,0.0,100.0,0.0,100.0,100.0,95.55555556,91.0,100.0,10.0,alfalfa-pasture,858.62,6.600758354824326,6.515671841603665,50.0,74.88051213,74.88051213,0.0,74.88051213,0.0,74.88051213,74.88051213,71.5524893719947,68.1412660383,74.88051213,37.440256065,65.35938351972524
53,2653,55.65710477,MiscellaneousGrainandHay,47788.3033,103.52221490000001,4631.958132,100.0,100.0,0.0,81.0,0.0,100.0,100.0,93.33333333,87.0,100.0,15.0,alfalfa-pasture,858.62,4.9062044163907235,5.86524682695927,75.0,55.65710477,55.65710477,0.0,45.0822548637,0.0,55.65710477,55.65710477,51.946631116811425,48.421681149899996,55.65710477,41.7428285775,65.16190650564232
54,16345,28.64310039,MiscellaneousGrainandHay,24593.53886,53.27616673,793.9802252000001,100.0,100.0,0.0,100.0,0.0,100.0,99.5,83.33333333,98.0,100.0,12.5,alfalfa-pasture,858.62,2.524905062662975,1.0053825755354877,62.5,28.64310039,28.64310039,0.0,28.64310039,0.0,28.64310039,28.49988488805,23.869250324045233,28.0702383822,28.64310039,17.90193774375,65.14335545909222
55,3661,48.94431227,MiscellaneousGrainandHay,42024.5654,91.03642082,3363.34145,100.0,100.0,0.0,100.0,0.0,100.0,100.0,97.77777778,64.0,100.0,15.0,alfalfa-pasture,858.62,4.314468061864163,4.258852780060727,75.0,48.94431227,48.94431227,0.0,48.94431227,0.0,48.94431227,48.94431227,47.85666088730987,31.3243598528,48.94431227,36.708234202499995,65.02700758630193
56,1790,164.39171389999998,MiscellaneousGrainandHay,141150.0134,305.7685879,11325.12907,100.0,100.0,0.0,73.0,0.0,100.0,100.0,97.77777778,52.0,100.0,15.0,alfalfa-pasture,858.62,14.49122005163488,14.340517649290724,75.0,164.39171389999998,164.39171389999998,0.0,120.00595114699999,0.0,164.39171389999998,164.39171389999998,160.73856470587535,85.483691228,164.39171389999998,123.29378542499998,63.5853473446866
57,10114,73.23115113,MiscellaneousGrainandHay,62877.73097999999,136.20994109999998,96.63510302,100.0,100.0,0.0,100.0,0.0,100.0,100.0,95.55555556,49.0,100.0,15.0,alfalfa-pasture,858.62,6.455366273091015,0.12236482179000344,75.0,73.23115113,73.23115113,0.0,73.23115113,0.0,73.23115113,73.23115113,69.97643330525472,35.8832640537,73.23115113,54.9233633475,63.548714358067784
58,9676,51.89669467,MiscellaneousGrainandHay,44559.53998,96.52785209,1337.7731119999999,100.0,100.0,100.0,100.0,0.0,100.0,100.0,73.33333333,2.0,42.0,20.0,alfalfa-pasture,858.62,4.574722195483749,1.6939638219401392,100.0,51.89669467,51.89669467,51.89669467,51.89669467,0.0,51.89669467,51.89669467,38.05757608960345,1.0379338934,21.7966117614,51.89669467,63.35400148826339
59,14345,76.62295082,MiscellaneousGrainandHay,65789.99803,142.5186885,2446.44027,100.0,100.0,0.0,100.0,0.0,100.0,100.0,97.77777778,26.5,100.0,15.0,alfalfa-pasture,858.62,6.7543552812538765,3.097820753566967,75.0,76.62295082,76.62295082,0.0,76.62295082,0.0,76.62295082,76.62295082,74.92021858125828,20.3050819673,76.62295082,57.467213115,62.240765678063156
60,9842,67.88507571,MiscellaneousGrainandHay,58287.48371,126.2662408,4664.907492,100.0,100.0,0.0,44.0,0.0,100.0,100.0,93.33333333,84.0,100.0,15.0,alfalfa-pasture,858.62,5.9841067818383245,5.906969166342096,75.0,67.88507571,67.88507571,0.0,29.869433312399998,0.0,67.88507571,67.88507571,63.35940399373716,57.02346359639999,67.88507571,50.9138067825,62.17110840601389
61,13538,15.55540957,MiscellaneousGrainandHay,13356.18576,28.9330618,1094.939583,100.0,100.0,100.0,0.0,0.0,100.0,100.0,95.55555556,0.0,78.0,20.0,alfalfa-pasture,858.62,1.371217914145167,1.3864743013404373,100.0,15.55540957,15.55540957,15.55540957,0.0,0.0,15.55540957,15.55540957,14.864058034246908,0.0,12.1332194646,15.55540957,59.71640367503737
62,7249,103.82750340000001,MiscellaneousGrainandHay,89148.37097,193.11915630000001,12154.25683,100.0,100.0,0.0,0.0,0.0,100.0,100.0,94.44444444,65.0,100.0,15.0,alfalfa-pasture,858.62,9.152451562632768,15.390406017211717,75.0,103.82750340000001,103.82750340000001,0.0,0.0,0.0,103.82750340000001,103.82750340000001,98.05930876205213,67.48787721000001,103.82750340000001,77.87062755000001,58.38363861691113
63,14631,174.42405219999998,MiscellaneousGrainandHay,149763.9797,324.42873710000003,2254.230012,100.0,100.0,100.0,0.0,0.0,100.0,100.0,93.33333333,41.0,100.0,1.0,alfalfa-pasture,858.62,15.37557619204383,2.854433276021537,5.0,174.42405219999998,174.42405219999998,174.42405219999998,0.0,0.0,174.42405219999998,174.42405219999998,162.79578204751917,71.51386140199999,174.42405219999998,8.721202609999999,58.27410329215889
64,10146,31.3474977,MiscellaneousGrainandHay,26915.588480000002,58.30634572,3646.474693,100.0,100.0,0.0,0.0,0.0,100.0,100.0,93.33333333,64.0,100.0,15.0,alfalfa-pasture,858.62,2.7632991735290657,4.617372073151875,75.0,31.3474977,31.3474977,0.0,0.0,0.0,31.3474977,31.3474977,29.257664518955085,20.062398528000003,31.3474977,23.510623275,56.90107727512932
65,10675,72.53942739,MiscellaneousGrainandHay,62283.80315,134.92333490000001,4984.743918,100.0,100.0,0.0,0.0,0.0,100.0,100.0,97.77777778,52.0,100.0,15.0,alfalfa-pasture,858.62,6.394390442669564,6.3119641013745715,75.0,72.53942739,72.53942739,0.0,0.0,0.0,72.53942739,72.53942739,70.92744011627865,37.7205022428,72.53942739,54.4045705425,56.7295486403111
66,499,114.42173100000001,MiscellaneousGrainandHay,98244.78667,212.82441969999996,13499.997830000002,100.0,100.0,100.0,0.0,0.0,100.0,0.0,20.0,95.5,100.0,18.5,alfalfa-pasture,858.62,10.086338558893532,17.094459228666565,92.5,114.42173100000001,114.42173100000001,114.42173100000001,0.0,0.0,114.42173100000001,0.0,22.884346200000003,109.272753105,114.42173100000001,105.84010117500002,56.55236906058156
67,14930,7.84360362,MiscellaneousGrainandHay,6734.674940000001,14.58910273,438.03069860000005,100.0,100.0,0.0,100.0,0.0,100.0,38.0,22.22222222,89.5,100.0,10.0,alfalfa-pasture,858.62,0.6914179754968125,0.5546591942024062,50.0,7.84360362,7.84360362,0.0,7.84360362,0.0,7.84360362,2.9805693756,1.743023026492364,7.0200252399,7.84360362,3.92180181,53.92063841459227
68,2074,47.47952651,MiscellaneousGrainandHay,40766.87105,88.31191931,1131.528237,100.0,100.0,100.0,0.0,0.0,100.0,100.0,62.77777778,0.0,100.0,5.0,alfalfa-pasture,858.62,4.185346391179881,1.4328049201976394,25.0,47.47952651,47.47952651,47.47952651,0.0,0.0,47.47952651,47.47952651,29.806591643443987,0.0,47.47952651,11.8698816275,53.33814839164444
