FID_Fresno_fields,TNC,Krat,Kitfox,Corridors,CPAD
310,0,0,5.528161053,0,0
311,0,0,0,0,0
312,0,0,0,0,0
313,0,0,6.290014932,0,0
314,0,0,22.79547472,0,0
315,0,0,0,0,0
316,0,0,0,0,0
317,0,0,0,0,0
318,0,0,0,0,0
319,0,0,1.997525716,0,0
320,0,6.369777918,9.554666877,0,304.1568956
321,0,0,0,0,0
322,0,0,0,0,1.82538822
323,0,0,0,0,0
324,0,0,0,0,0
325,0,0,0,0,0
326,0,0,0,0,0
327,0,0,0,0,0
328,0,0,0,0,18.25543195
329,0,0,0,0,0.995963082
330,0,0,0,0,0
331,0,0,0,0,69.57323932
332,0,0,0,0,0
333,0,0,0,4.219260023,4.219260023
334,0,0,0,0,0
335,0,0,0,0,0
336,0,0,8.412345532,0,16.17758756
337,0,0,0.090356694,0,3.011889801
338,0,0,0,0,0
339,0,0,0,0,3.549420989
340,0,0,0,0,10.11209324
341,0,0,0,0,0
342,0,0,0,0,0
343,0,2.154860015,3.878748027,0,0
344,0,0,0,0,0
345,0,0,0,0,0
346,0,0,0,0,0
347,0,0,0,0,0
348,0,0,0,0,2.276300432
349,0,0,0,0,0
350,0,0,0,0,0
351,0,0,0,0,0
352,0,0,1.005687652,0,0
353,0,0,0,0,52.34688271
354,0,0,1.006772095,0,0
355,0,0,0,0,0
356,3.49657116,0,0.185987828,0,0
357,0,0,0,0,0
358,0,0,0,0,0
359,0,0,0,3.025674424,0
360,0,0,0,0,92.68896481
361,20.53141629,5.822341932,11.64468386,6.74165908,61.28780981
362,0,0,0,0,0
363,0,0,0,0,0
364,0,0,0,123.2974899,123.2974899
365,0,0,0,0,21.5119751
366,0,0,0,0,6.460992725
367,0,0,0,0,0
368,0,0,0,0,0
369,0,0,0,74.67615189,74.67615189
370,0,0,0,0,0
371,0,0,0,0,0
372,0,0,2.676261977,0,0
373,0,0,0,0,0
374,0,0,0,0,0
375,0,0,0,4.685974416,0
376,0,0,0,0,0
377,0,0,0.2985363,0,0
378,0,0,0,0,0
379,0,0,0,0,0
380,0,0,0,0,0
381,0,0.094208755,2.261010125,0,13.56606075
382,0,0,0,0,0
383,0,0.197491534,0,0,0
384,0,0,0,0,0
385,0,0,0,0,0
386,29.56558843,0.74849591,2.619735684,74.84959097,74.84959097
387,0,0,0,0,3.47488364
388,0,0,0,0,0
389,0,0,0,0,0
390,0,0,0,0,0
391,0,0,0,0,1.286745804
392,0,0,0,0,0
393,0,0,0,0,0
394,0,0,0,0,0
395,0,0,0,0,0
396,0,1.183102385,2.859164097,0,32.14094812
397,0,0,0,0,0
398,26.47364116,0.236371796,0,47.27435921,17.01876931
399,0,0,0,0,0
400,0,0,1.220855121,0,0
401,0,0,0,0,0
402,0,0,0,0,0
403,0,0,0,0,0
404,0,0,0,0,0
405,0,0,0,0,0
406,0,0,0,0,0
407,0,0,0,0,0
408,0,0,0,0,58.72761512
409,0,0,0,0,0
410,0,0,0,0,0
411,0,0,0,0,0
412,0,0,0,20.19640367,20.19640367
413,0,3.386822545,8.199675636,0,0
414,0,0,0,0,0
415,0,0,0,0,0
416,0,0,0,0,0
417,0,1.498667454,0,84.07524417,89.92004724
418,0,0,0,0,0
419,0,0,0,0,0
420,0,0,0,0,0
421,0,0,0,0,6.020341316
422,0,0,0,0,0
423,0,0,0,0,56.89848696
424,0,0,0,0,0
425,0,0,0,0,0
426,0,0,0,0,0
427,0,1.933817604,3.289483553,0,0
428,0,0,0,0,0
429,0,0,0,0,9.751068827
430,0,0,0.764090515,0,53.86838127
431,0,0,0,0,0
432,0,0,0,0,0
433,0,0,7.038515809,0,0
434,0,0,0,0,0
435,0,0.479744144,26.38592794,0,0
436,0,0,0,0,0
437,0,0,0,0,0
438,0,0,0,0,1.543452894
439,0,0,0.035581091,0,7.116218189
440,0,0,0,19.48346177,19.48346177
441,1.815529771,0.887592332,0,9.279374384,0
442,0,0,0,0,0
443,0,0,4.924683507,0,0
444,0,0,0,0,0
445,0,0,0,0,37.09326794
446,0,0,0,0,0
447,0,0,0,0,1.667960729
448,0,0,0,0,0
449,0,0,0,0,26.14411875
450,0,0,0,0,0
451,0,0,0,0,0
452,0,0.135473157,0.270946314,0,26.01084619
453,0,0,0,0,42.72897538
454,0,0,0,0,124.4149468
455,0,0,2.883046947,1.235591549,0
456,0,0,0,0,0
457,0,0,0,0,0
458,0,0,0,0,12.62780494
459,0,0,0,0,0
460,0,0,0,0,0
461,0,0.189939091,3.608842724,0,0
462,0,0,0,148.2134639,0
463,0,0,0,0,0
464,0,0,0,0,0
465,0,0,0,0,0
466,0,0,0,0,0
467,0,0,0,0,0
468,0,0,0,0,1.413590671
469,0,0,0,0,0
470,0,0,0,0,0
471,0,0,0.251601744,0,10.06406978
472,0,0,0,0,0
473,0,0,0,0,0
474,0,0,0,0,0
475,0,0,0,0,0
476,0,0,0,0,0
477,0,0,0.782764688,0,0
478,0,0,0,0,0
479,0,0,0,0,0
480,0,0,0,0,0
481,0,0,0,0,0
482,0,0,0,0,0
483,0,0,0,0,0
484,0,0,0,0,0
485,0,0,0,0,0
486,0,0,0,0,54.4229581
487,0,0,0,0,0
488,0,0,0,0,0
489,0,0,0,0,1.885448384
490,0,0,1.492075514,0,0
491,0,0,0,0,0
492,0,0,0,0,0
493,0,0,1.795176141,0,0
494,0,0,0,0,0
495,0,0,0,0,0
496,0,0,0,0,0
497,18.45512595,0.369102519,0,18.45512595,0
498,0,0,0,0,2.053608217
499,0,0,0,0,0
500,0,0,0,0,0
501,0,0,0,0,0
502,0,0,0,0,0
503,0,6.474385497,13.19308743,0,36.64746508
504,0,0,0,0,0
505,0,0,0.082273003,0,0
506,0,0,0,0,7.814278707
507,0,0,0,0,8.083048122
508,0,0,0,0,0
509,0,0.055922262,1.364503193,0,0
510,0,0,0,0,0
511,0,0,0.185635382,0,0
512,0,0,0,0,0
513,0,0,0,0,0
514,0,0,3.675419573,0,0
515,0,0,0,0,0
516,0,0,0,0,0
517,0,0,0,0,0
518,0,0,0,0,0
519,0,0,0,0,0
520,0,0,0,0,0
521,0,0,0,0,0
522,0,0.176684656,0.427762852,0,0
523,0,0,0,0,0
524,0,0.380736924,0.761473848,0,0.761473848
525,0,0,0,0,0
526,0,0,0,0,36.99228508
527,0,0,0,0,0
528,0,0,0,0,0
529,0,0,0,0,2.037451896
530,0,0.091148175,0.273444525,0,0
531,0,0,0.108263196,0,0
532,0,0,0,0,0
533,0,0,0,0,0
534,0,0,0,0,0
535,0,0,0,0,0
536,0,0.706329367,2.048355163,0,0
537,0,0.354885589,0.354885589,0,0
538,0,0,0,0,0
539,0,0,0,0.433181959,0
540,0,0,0,0,0
541,0,0.480920642,0,0,72.13809631
542,0,0,0,0,2.589187534
543,0,0,0,0,0
544,0,0,0,0,0
545,0,0,0,0,1.405273621
546,0,0,0,0,0
547,0,0,0,0,7.948780673
548,0,0,0,39.5540686,39.5540686
549,0,0,0,0,0
550,0,0,0,0,0
551,0,0,0,0,0
552,0,0,0,0,54.13782464
553,0,0,0,0,0
554,0,0,0,0,0
555,0,0,0,0,3.094647156
556,0,0,0,0,37.71517158
557,0,0,0,0,18.20162703
558,0,0,0,0,17.24994448
559,0,0,0.649437978,0,0
560,0,0,0,0,31.85673063
561,0,0,0,0,5.355163567
562,0,0,0,0,0
563,0,0,0,0,0
564,0,0,0,0,0
565,0,0,0,0,0
566,0,0,0,0,0.951400607
567,0,0,4.673741636,0,0
568,0,0,0,0,0
569,0,0,0.037852617,0,1.350076674
570,0,0,0,0,0
571,0,0,0,0,0
572,0,0,0,0,0
573,0,0,0,0,0
574,0,0,0,0,0
575,0,0,0,0,0
576,0,0.17267838,0,0,17.26783798
577,0,0,0,0,0
578,0,0,1.268147708,0,0
579,0,0,0,0,0
580,0,0,0,0,0
581,0,0,0,0,0
582,0,0,0,0,0
583,0,0,0,0,0
584,0,1.229287373,6.078143122,0,0
585,0,0,0,0,0
586,0,0.048809869,4.392888232,0,9.761973848
587,0,0,0,0,0
588,0,0,0,0,0
589,0,0,0,0,0
590,0,0,3.126822373,0,11.30176762
591,0,0,0,0,0
592,0,0,0,0,0
593,0,0,0,0,0
594,0,0,0,0,0
595,0,0,0,0,0
596,2.084836928,0,0,0,4.917068227
597,0,0,0.405079807,0,0
598,0,0,0.298108514,0,0
599,0,0,0.59320623,0,0
600,0,0,0,0,0
601,0,0,0,0,0
602,0,0,0,0,0
603,0,52.60893238,94.58414439,12.87239835,21.82711024
604,0,0,0,0,0
605,0,0,0,0,0
606,0,0,0,0,0
607,0,0,0,0,0
608,0,0,0,0,0
609,0,0,0,0,0
610,0,0,0,0,3.410179578
611,0,0,0,0,0
612,0,0,0,0,0
613,0,0,0,0,0
614,0,0,0,0,0
615,0,0,0,0,116.1556118
616,0,0,0,0,0
617,0,0,0,0,2.892460016
618,0,0,0,0,0
619,0,0,0,0,0
620,0,0,0,0,0
621,0,0,0,0,0
622,0,0,0,0,65.46462431
623,0,0,0,0,0
624,0,0,0,0,0
625,0,0,0,0,0
626,0,0,0,0,0
627,0,0,1.4443811,0,0
628,0,0,0,0,0
629,0,0,0,0,0
630,0,0,0,0,0
631,0,0,0,0,0
632,0,0,0,0,28.41578995
633,0,0,0,5.258562198,0
634,0,0,0,0,0
635,0,0,0,0,6.913770254
636,0,0,10.13130376,0,0
637,0,0,0,0,0
638,0,0,0.736873702,0,0
639,0,0.145656047,1.01959233,0,0
640,0,0,0,0,0
641,0,0,0,0,0
642,0,0,0,0,0
643,0,0,0,0,0
644,0,0,0,0,0
645,0,0,0,0,0
646,0,0,0,0,0
647,0,0,13.35387004,0,76.74637951
648,0,0,0,0,0
649,0,0,0,0,82.99075679
650,0,0,0,0,0
651,0,0,4.281226781,0,0
652,0,0,0,0,0
653,0,0,0,0,0
654,0,0,0,12.71852932,0
655,0,0,0.178129798,0,0
656,0,0,0,0,0
657,0,0.418401051,6.58981656,16.21304074,14.22563575
658,0,0,0,0,0
659,0,0,0,0,5.654898588
660,0,0,0,0,0
661,0,0,0,0,0
662,0,0,0,0,0
663,0,0,0,0,0
664,0,0,4.21653294,0,11.39603497
665,0,0,0,0,0
666,0,0,3.125310946,0,8.013617811
667,0,0,0,0,0
668,0.080867949,0,0,0,5.391196622
669,0,0,0,0,3.995841921
670,0,0,9.692845491,0,0
671,0,0,0,0,0
672,0,0,0,0,0
673,0,0,0,0,19.23935464
674,0,0,0,0,9.846786235
675,0,0,0,0,0
676,0,0,0.313234135,0,0
677,0,0,0,0,0
678,0,0,1.880002516,0,0
679,0,0,0,0,0
680,0,0,0,0,0
681,0,0,0,59.89037222,0
682,0,0,0,0,0
683,13.03931008,2.207713877,8.14094492,0,96.5874821
684,0,0,0,0,0
685,0,0,0,0,0
686,0,0,0,0,0
687,0,0,0,0,0
688,0,0,0,0,5.122225874
689,0,0,0,0,0
690,0,0,0,0,0
691,0,27.40154524,50.35959666,0,0
692,0,0,0,0,0
693,0,0,0,0,0
694,0,18.79040602,34.78224094,19.98979364,79.95917456
695,0,0,0,0,0
696,0,0,0,0,0
697,0,0,0,0,0
698,0,7.873245381,17.14701999,0,0
699,0,0,0,0,0
700,0,0,0,0,0
701,0,1.68143082,3.362861641,0,0
702,0,0,0,0,1.019088662
703,0,0,0,0,0
704,0,0,0,0,0
705,0,0,0,0,0
706,5.977190605,0,0,0,5.977190605
707,0,0,0,0,0
708,0,0,0,0,6.933783082
709,0,0,1.129026424,0,0
710,0,0,0,0,0
711,0,0,0,0,0
712,0,0,0,0,0
713,0,0,0.147865108,0,0
714,0,3.895192536,0,3.570593158,0
715,0,0,0,17.45948863,18.18696733
716,0,0,12.49386742,0,33.3169798
717,0,0,0,0,0
718,0,0,0,0,0
719,0,1.125428641,2.626000162,0,0
720,0,0,0,0,14.22708196
721,0,0,0,0,0
722,0,0,0,0,0
723,55.96930189,11.87227616,23.17920583,0,56.53464838
724,0,0,0,0,0
725,21.09371325,0,0.210937133,21.09371325,21.09371325
726,0,0,0,0,0.942580729
727,0,0,0,0,0
728,0,0,0,0,0
729,0,0,0,0,0
730,0,0,0,0,0
731,0,0,0,0,0
732,0,0,0,0,0
733,0,0,0,0,11.47734382
734,0,0,0,0,0
735,0,0,0,0,0
736,0,0,0,0,0
737,0,0,0,0,0
738,0,0,17.22662589,0,0
739,0,0,0,0,4.554407796
740,0,0,0,0,0
741,0,0,7.092632019,0,0
742,0,0,0,0,0
743,0,0,0,0,0
744,0,0,0,0,44.19003101
745,0,0,0,0,0
746,0,0,0,0,0
747,0,0,0,0,0
748,0,0,0,0,0
749,0,0,0,0,0
750,0,0,0,0,0
751,0,0,0,0,0
752,0,0,0,0,0
753,0,0,0,0,0
754,0,0,0,0,0
755,0,0,0,0,0
756,0,0,0,0,0
757,0,0,0,0,0
758,0,0,0,0,24.66026745
759,0,0,0,0,0
760,0,0,0,0,0
761,0,0,0,0,0
762,0,0,2.040696421,0,12.75435263
763,0,0,0,0,53.38510866
764,0,0,0,0,0
765,0,0,0,0,0
766,0,0,0,0,0
767,0,0,0,0,0
768,0,0,0,0,74.48406595
769,0,0,0,0,0
770,0,0,0,0,20.64172313
771,0,0,0,0,0
772,0,0,6.695583671,0,0
773,0,0,25.41130191,76.626864,35.36624492
774,0,0,0,0,0
775,0,0,0,0,0
776,0,0,0,0,0
777,0,0,0,0,0
778,0,0,0,0,0
779,0,0,0,0,0
780,0,0,0,0,0
781,0,0,0,10.62708383,18.217858
782,3.115977554,0,0,0,18.32927973
783,0,0,0,0,0
784,0,0,0,0,0
785,0,0,0,0,0
786,0,0,0,0,0
787,0,0,0,0,0
788,0,0.863152541,0,14.75990846,51.78915249
789,0,0,0,0,0
790,0,0,0,7.866228655,0
791,0,0,0,34.1201493,0
792,0,0,0.284800914,0,0
793,0,0,0,0,0
794,0,0,0,0,0
795,0,0,0,0,8.956963278
796,0,0,0,0,0
797,0,0,0,0,0
798,0,0,0,0,0
799,0,0,0,0,0
800,0,0,0,0,0
801,0,0,0,0,0
802,0,0,2.14444073,0,0
803,0,0,0.030239086,0,0
804,0,0,0,11.66079944,0
805,0,0,0,0,0
806,0,0,1.607127914,0,0
807,0,0,0,0,0
808,0,0,0,0,0
809,0,0,0,45.68820858,0
810,0,0,0.654179114,0,0
811,0,0,0,0,0
812,0,1.371835723,3.658228595,0,0
813,0,0,1.571236959,0,18.46203427
814,0,0,0,0,17.03840155
815,0,0,0,2.477326279,0
816,0,0,0,0,0
817,0,0,0.781118499,0,0
818,0,0,19.79800269,0,0
819,0,0,0.775631926,0,0
820,0,0,15.54356343,0,0
821,0,0,0,0,0
822,0,0,0,0,8.866348577
823,0,0,0,0,0
824,0,0,0,0,0
825,0,0,0,0,0
826,0,0,0.257601872,0,0
827,0,0,12.54174898,0,0
828,0,0,0,0,0
829,0,0,0,0,0
830,0,0,0.265386352,0,0
831,0,0,0,0,0
832,0,0,0,0,3.44918414
833,0,0,0,0,0
834,0,0,0,0,38.11279245
835,0,0,0,0,34.20623343
836,0,0,0,0,0
837,0,0,0,1.549210591,0
838,0,0,0,0,0
839,0,0,0,0,0
840,0,0,0,0,0
841,0,0,0,0,3.006608584
842,0,0,0,0,1.97658972
843,0,0,0,10.08007715,0
844,0,0,0,0,52.53912093
845,0,0,0,0,0
846,0,0,0,0,0
847,0,0,0,0,20.93337443
848,0,0,0,0,0
849,0,0,0.391391293,26.41891226,25.04904273
850,0,0,0,0,0
851,0,0,0,0,0
852,0,0,0,0,0
853,0,0,0,0,0
854,0,0,34.19510114,0,0
855,0,0,0,152.7060647,152.7060647
856,0,0,0,0,0
857,0,0,1.3017169,0,0
858,0,0,0,0,1.419686785
859,0,0,2.448814251,0,0
860,0,0,0,0,0
861,2.112565869,0,0.02071143,4.142286018,0
862,0,0,0,0,0
863,0,0,0,0,0
864,0,0,0,0,7.407431007
865,0,0,0,0,0
866,0,0,0,0,0
867,0,0,0,0,0
868,0,0,0,0,0
869,0,0,0,0,0
870,0,0,0,0,0
871,0,0,0.764437383,0,65.74161494
872,0,0,0.266240433,0,0
873,0,0,0,0,0
874,0,0,0.685649524,0,0
875,0,0,1.823309536,0,121.553969
876,0,0,0,0,0
877,0,0,0,0,0
878,0,0,0,1.407540908,0
879,0,0,0,0,60.45898701
880,0,0,0,0,0
881,0,0,0,0,0
882,0,0.681776805,1.363553611,0,0
883,0,0,0,0,0
884,0,0,0,0,0
885,0,0,0,0,0
886,0,0,0,0,0
887,0,0,0,0,27.59935201
888,0,0,0,0,0
889,0,0,0,0,9.062781226
890,0,0,0,0,0
891,0,0,1.938569075,0,0
892,0,0,0,0,0
893,0,0,0,0,0
894,0,0,0,0,0
895,0,0,0,0,0
896,0,0,0,0,0
897,0,0,0,0,66.25833024
898,0,0,0,0,0
899,0,0,0,0,0
900,0,0,0,0,0
901,0,0,0,0,4.329510672
902,0,0,3.190270753,0,43.1169926
903,0,0,0.451729732,0,0
904,0,0,0,0,0
905,1.758658977,0,0,1.758658977,1.758658977
906,0,0,0,0,1.713231426
907,0,0,0,0,131.2227114
908,0,0,0,0,0
909,0,0,0,0,0
910,0,0,0,0,0
911,0,0,0,0,0
912,0,0,0,0,0
913,0,0,0,0,0
914,0,0,0,0,0
915,0,0,0,0,29.73236034
916,0,0,0,0,0
917,0,0,1.025757373,0,38.46590147
918,0,0,0,0,0
919,0,0,0,0,0
920,0,0,0,0,0
921,0,0,0,0,0
922,0,0,0,0,0
923,0,0,0,0,0
924,0,0,1.659715573,0,0
925,0,0,0,0,0
926,0,0,0,0,0
927,0,0,0,0,3.598469913
928,0,0,0,0,27.81814679
929,0,0,0.279808454,0,0
930,0,0,0,0,0
931,0,0,0,0,0
932,0,0,0,0,55.89002256
933,0,0,0,0,0
934,0,0,0,0,1.760558597
935,13.35818629,0,0,0,13.35818629
936,0,0,0,0,0
937,0,0,0,35.25407775,0
938,0,0,0,17.12972094,0
939,0,0,0,0,0
940,0,0,0,0,0
941,0,0,0,0,0
942,0,0.42407987,1.413599566,0,0
943,0,1.073288711,2.299904381,0,45.99808761
944,0,0,0,0,34.2727841
945,0,0,0,0,0
946,0,0.384699998,0,0,76.93999959
947,0,0,0,0,0
948,0,0,0,0,0
949,0,0,4.145384984,0,32.72672356
950,0,0,0,0,0
951,0,1.397925456,2.490054718,0,0
952,0,0,3.574961052,0,0
953,0,0,0,0,18.28613671
954,0,0,0,0,0
955,0,0,0,0,0
956,0,0,0,0,0
957,0,0,0,0,0
958,0,0,0,0,0
959,0,0,0,0,0
960,0,0,0,2.712806834,0
961,0,0,0,0,0
962,0,0,0,0,0
963,0,0,0,12.58411001,21.45018752
964,0,0,1.518190207,0,9.201152767
