FID_Kings_fields,TNC,Krat,Kitfox,Corridors,CPAD
4114,0,0,5.756839309,0,0
4115,0,0,7.33672886,0,0
4116,0,0,6.564096483,0,0
4117,0,0,0,0,0
4118,0,0,0.733291584,0,73.32915835
4119,0,0,0,0,0
4120,0,0,2.449271295,0,0
4121,0,0,0,0,0
4122,0,0,0,0,0
4123,0,0,12.69988803,0,0
4124,2.778295727,0,0.37043943,0,0
4125,0,0,11.85476459,0,0
4126,0,0,0.503294446,0,0
4127,0,0,11.8100463,0,0
4128,0,0,0,0,0
4129,0,0,0.636668283,0,0
4130,0,0,1.760984957,0,0
4131,0,0,0.267249521,0,0
4132,29.87559493,0,0,174.9856275,0
4133,0,0,0,6.525321853,0
4134,0,0,0.045500412,0,0
4135,0,0,0.647502529,0,0
4136,0,0,0,0,0
4137,0,37.91061583,68.92839243,114.880654,3.446419621
4138,0,0,0,0,0
4139,0,0,2.125948837,0,0
4140,0,0,3.40733651,0,0
4141,0,0,0.602149774,0,0
4142,0,0,0.170992955,0,0
4143,0,0,0,26.99669482,0
4144,0,0,0,0,0
4145,0,0,0,0,0
4146,9.583346067,0,0,0,0
4147,0,0,9.019646964,0,0
4148,0,0,0.614415764,0,0
4149,0,0,0.450080364,0,0
4150,0,0,0,0,67.84985852
4151,0,0,5.630940883,0,0
4152,0,0,0,0,0
4153,0,0,0,0,0
4154,0,0,0,0,0
4155,0,0,0,0,0
4156,0,0,1.65871809,0,0
4157,0,0,0.07182186,0,0
4158,0,0,2.759104183,0,0
4159,17.53356284,0,0.438339071,0,0
4160,0,0,0.878159178,0,0
4161,0,0,0.767974369,0,0
4162,9.585486597,0,0,0,0
4163,0,0,0,0,0
4164,0,0,0,0,0
4165,0,0,0,0,0
4166,0,0,0,0,0
4167,0,0,0,0,0
4168,0,0,0,0,0
4169,0,0,0,0,0
4170,0,0,6.724762305,0,8.546052096
4171,0,0,0,0,0
4172,0,0,0.129217246,0,0
4173,0,0,0.233318483,0,3.888641383
4174,0,0,1.064875817,0,0
4175,28.4471879,0,1.620409437,0,0
4176,0,37.13452021,48.36123562,0,0
4177,0,0,37.71246542,0,71.15559514
4178,0,1.035881318,1.035881318,0,0
4179,0,0,0,0,0
4180,0,0,1.075142165,0,0
4181,0,0,0,0,0
4182,0,0,1.088561322,0,0
4183,0,0,0,0,116.7507057
4184,0,0,0.506094924,0,0
4185,0,0,0.054666956,0,0
4186,0,0,0,0,15.36255093
4187,63.84683957,0,0,47.88512968,0
4188,29.5518845,1.477594225,3.54622614,20.981838,0
4189,0,0,0.337328008,0,0
4190,0,0,0,0,0
4191,0,0,6.215213187,0,0
4192,0,0,0.837338143,0,0
4193,0.037409538,0,0.037409538,0,0
4194,0,0,0,0,0
4195,0,0,1.31785106,0,0
4196,0.245502915,0,6.464910092,0,0
4197,0,0,0,0,0
4198,0,0,0,0,0
4199,0,0,7.508482137,0,0
4200,0,0,3.598865979,0,0
4201,0,0,0,0,0
4202,0,0,0,0,0
4203,0,0,0.033969354,0,0
4204,0,13.12761943,23.62971497,40.39267515,40.39267515
4205,0,0,0.276330002,0,0
4206,0.975480299,0,0,0,0
4207,0,0,0.923816614,0,0
4208,0,0,5.078348078,0,0
4209,0,0,0,0,0
4210,286.1178651,0,0,228.8942921,0
4211,71.9824316,0,0,0,0
4212,0,0,0,0,0
4213,0,0,0,0,0
4214,0,0,0,0,0
4215,0,0,0,0,0
4216,0,0,0.571055113,8.157930185,8.157930185
4217,0,0,0.15947064,15.94706404,15.94706404
4218,0,0,0,0,0
4219,0,0,7.558597684,0,0
4220,0,0,6.237904763,0,0
4221,0,0,0,0,0
4222,19.14654719,0,0,46.6988956,0
4223,0,2.616049887,2.354444898,0,0
4224,0,0,0,0,0
4225,0,0,0,0,0
4226,0,0,0.693694148,0,13.87388295
4227,0,0,0,0,0
4228,0,0,0,0,0
4229,0,0,0,57.33526038,0
4230,0,0,0,0,0.536262937
4231,0,0,0.04440396,0,0
4232,0,4.161150277,5.770651799,0,11.77684041
4233,0,0,0.015060524,0,0
4234,0,1.189563066,2.599415589,0,13.2173674
4235,0,5.166422556,9.709311356,0,35.63050039
4236,0,0,0,14.95596657,0
4237,0,0,1.5109583,0,0
4238,0,0,1.254784699,0,0
4239,54.5008269,0,0.275256702,0,0
4240,0,0,0,0,0
4241,0,0,2.216193258,0,0
4242,0,0,0,0,0
4243,0,22.60951557,41.33302065,0,70.65473615
4244,0,0,0.498643876,0,0
4245,0,0,1.10665183,0,0
4246,0,0,1.731971912,0,0
4247,0,0,0,0,0
4248,0,0,0,0,0
4249,0,0,0,0,0
4250,0,0,0.278392878,0,0
4251,0,0,0,0,0
4252,0,0,1.225591756,0,0
4253,0,0,0,0,0
4254,0,0,0,0,0
4255,0,25.62081398,47.23837578,0,0
4256,0,0,1.215181995,0,66.83500971
4257,0,0,1.478494392,36.96235981,0
4258,0,35.75176766,63.73141192,125.9083992,0
4259,0,0,0,14.12389785,97.40619208
4260,0,0,0,0,0
4261,0,0,0,0,17.72736688
4262,0,0,0,0,0
4263,0,0.452000266,0.753333777,0,0
4264,0,0,0,0,0
4265,0,0,34.59082524,0,0
4266,0,0,43.66347244,0,0
4267,0,0,0.49768332,0,0
4268,0,3.751801372,6.503122378,150.0720549,0
4269,0,0,0,0,0
4270,0,0,0,0,0
4271,0,0,17.45366548,0,0
4272,0,0,4.515520933,0,0
4273,0,0,0,0,0
4274,0,0,0,0,0
4275,0,0,0,0,0
4276,0,0,0,25.490622,416.346826
4277,0,10.80379256,13.73363461,0,0
4278,0,0,0,0,0
4279,0,0,0,0,0
4280,0,0,0,33.07057313,0
4281,0,0,0.371921493,0,0
4282,0,1.330215026,1.330215026,0,0
4283,0,0,0,0,0
4284,0,1.787703343,3.291644251,0,0
4285,0,0,0,0,0
4286,8.56105901,0,0,0,0
4287,0,0,19.54183393,36.87138477,36.87138477
4288,72.80600534,0,0.391430136,0,0
4289,0,0,11.07427431,21.29668137,21.29668137
4290,35.16894807,0,10.50779546,0,0
4291,202.452473,37.95983869,71.70191752,0,0
4292,0,0,0.111453581,0,0
4293,0,0,0,0,0
4294,0,0,0,0,0
4295,0,0,4.874947702,0,0
4296,0,0,0,0,0
4297,0,0,0,0,0
4298,25.98735327,0,7.79620598,0,0
4299,0,0,0,0,0
4300,0,0,2.710135581,0,0
4301,0,0,0.777341796,0,0
4302,0.212084107,0,0,41.99265318,0
4303,0,0,1.196691639,0,0
4304,0,0,0.375706033,0,0
4305,0,0,0,0,0
4306,0,0,0,0,0
4307,0,0,0,0,40.98604848
4308,0,0,0.125778697,0,0
4309,0,0,2.291389699,0,0
4310,0,0,0,0,72.46614307
4311,0,0,10.43852574,0,20.46769753
4312,0,0,0,0,0
4313,0,0.74381376,1.435733537,0,0
4314,0,0,0.84462885,0,0
4315,0,0,0.171048069,0,0
4316,0,0,0,0,0
4317,0,0,0.32413138,0,0
4318,32.00278068,0,0,65.52950329,0
4319,0,0,2.290399613,19.08666344,0
4320,0,0,0,0,0
4321,0,0,0,65.18753192,0
4322,0,0,0,0,0
4323,0,0,0,0,0
4324,0,0,6.67243701,20.53057541,20.53057541
4325,0,0.328406025,1.09468675,0,0
4326,0,0,0,0,0
4327,3.595534621,0,1.622600239,0,0
4328,0,0,1.112166729,0,0
4329,0,0,0,0,0
4330,0,0,0,0,0
4331,0,0,0,0,0
4332,0,0,0.609753732,13.55008292,13.55008292
4333,0,0,0,0,0
4334,0,0,0,0,0
4335,0,0,0,0,0
4336,0,0,0,0.576948133,0
4337,0,0,0.067394622,0,0
4338,0,0,0,25.71458509,0
4339,0,0,0,0,0
4340,0,0,0.245981988,0,0
4341,0,0,0,0,0
4342,0,0,21.55664503,139.0751292,0
4343,0,0.270421267,0.540842533,54.08425332,0
4344,0,0,10.97402262,0,37.20007669
4345,0,0,0,0,0
4346,0,0,0,0,0
4347,0,0,1.375024919,1.466693247,0
4348,0,0,0,0,0
4349,0,0,0,0,0
4350,0,3.386730236,7.90237055,0,0
4351,0,0,0.829940207,0,0
4352,0,0,5.119572636,0,10.03837772
4353,14.45146517,0,0,0,0
4354,0,0,0.368291748,0,0
4355,0,0,0,0,0
4356,29.90678399,0.44860176,0.4984464,29.90678399,0
4357,265.6256765,0,0,0,0
4358,0,0,1.440583405,0,0
4359,0,24.45088801,37.24939971,0,0
4360,0,0,0.406155231,0,0
4361,0,0,0.090118122,0,0
4362,0,0,0,70.63355924,38.06160705
4363,0,0,0,0,0
4364,0,0,0,0,0
4365,0,0,0,0,0
4366,0,0,3.007891235,0,0
4367,0,1.313457212,4.628373032,0,18.76367445
4368,0,0,0.043156481,0,0
4369,0,0,3.156433136,0,0
4370,0,0,0.360380427,0,0
4371,0,0.979992813,1.714987423,0,0
4372,0,0,0,0,0
4373,0,0,26.92989333,0,0
4374,0,0,0.465945102,0,0
4375,0,0,0,0,0
4376,0,0,0,0,0
4377,0,0,1.256750451,0,75.40502705
4378,0,0,0,0,0
4379,0,0,0,0,0
4380,0,0,0,0,0
4381,0,0,0.386925671,0,0
4382,0,0,0.31766691,0,0
4383,0,0,15.4318606,0,0
4384,0,0,0,0,0
4385,0,0,0.593502924,0,0
4386,93.2446194,0,0,202.7056943,0
4387,0,0,1.621431513,0,0
4388,0,0,0.757431342,2.507358925,0
4389,0,0,1.7779646,0,0
4390,0,0,0.786763731,0,0
4391,0,0,0.852627189,0,0
4392,0,0,0.032044131,0,1.602206556
4393,0,0,9.949795362,0,0
4394,0,0,0,0,0
4395,0,0,0,0,0
4396,3.607997194,0,0,0,0
4397,0,0,4.019908197,7.444274439,7.444274439
4398,0,0.986545671,1.347477014,0,3.60931343
4399,0,0,0,0,0
4400,0,0,0.145060537,29.01210743,29.01210743
4401,76.26891627,0.508459442,2.033837767,76.26891627,0
4402,0,0,0,27.91274053,0
4403,0,0,0.263642548,0,0
4404,26.33396547,43.1428796,51.54733667,0,56.02971377
4405,0,0,0.160976756,0,0
4406,0,0.542153479,1.084306958,42.28797135,0
4407,0,0,0.18963131,0,0
4408,0,0,0,0,0
4409,0,0,27.80849426,0,0
4410,1.410670682,0,0,0,0
4411,0,0,11.92655495,0,0
4412,0,0,2.093507752,0,0
4413,0,0,0.076624284,0,0
4414,0,0,0,0,0
4415,0,0,0.370780994,0,0
4416,0,0,17.3448492,0,0
4417,0,0,0.162204031,0,0
4418,0,0,5.87406561,0,0
4419,0,0,0.201568495,0,0
4420,0,0,0,0,0
4421,0,0,10.90095086,0,0
4422,0,0,0,0,29.57442873
4423,0,1.71857145,3.4371429,0,0
4424,0,0,4.580009124,0,0
4425,0,0,0.242174449,0,3.72576075
4426,25.23243891,0,0,0,0
4427,0,0,0,0,0
4428,0,0,0.064969089,0,0
4429,0,0,0.042470244,0,0
4430,0,0,0.803011629,0,0
4431,0,0,0,0,0
4432,0,101.1638709,119.557302,0,0
4433,0,0,0.032222984,0,4.833447666
4434,0,0,9.386332703,0,0
4435,0,0,1.566991068,0,0
4436,0,0,0,0,0
4437,0,0,0,1.520907437,0
4438,0,0,0,0,0
4439,0,0,0.020242761,0,0
4440,1.702896476,0,0,0,1.329701852
4441,0,0,0,0,0
4442,27.27953458,0.55799048,8.779050218,0,0
4443,0,0,0,0,0
4444,0,0,0,0,0
4445,0,0,0.087845251,0,0
4446,0,0,0.173402301,0,0
4447,0,0,0.304790201,0,0
4448,0,0,8.054602994,0,0
4449,0,0,0.995056366,0,9.950563661
4450,0,0,4.261454992,0,14.95247366
4451,0,0,83.05852574,0,153.8120847
4452,0,0,0,0,0
4453,0,0,0,0,0
4454,13.55703377,0,4.596925242,0,0
4455,0,0,12.77884207,0,0
4456,0,0,0,0,0
4457,0,0,0.488060572,0,0
4458,0,0,0,115.5990823,0
4459,0,0,5.585313222,0,0
4460,3.86641843,0,2.001440129,0,0
4461,0,0,2.656099037,0,0
4462,0,0.8172144,1.961314561,0,0
4463,0,0,5.942102487,0,0
4464,0,0,5.693010891,0,0
4465,0,0,0,0,0
4466,0,0,0,0,0
4467,0,0,1.786949087,0,27.51901595
4468,0,0,0,44.01759071,73.36265118
4469,0,0,0,0,0
4470,0,0,0.388851609,0,0
4471,0,0,0,0,0
4472,0,0,0,0,0
4473,5.996615917,0,0,0,0
4474,0,0,0,0,0
4475,72.6970032,0,0,0,0
4476,0,0,0,0,0
4477,0,0,0,0,0
4478,0,0,0,0,0
4479,0,0,0,0,0
4480,0,0,0,0,0
4481,49.7212947,0,0,65.42275619,0
4482,0,0,0,285.9516954,0
4483,0,0,0,0,63.54743619
4484,0,0,0,49.52530592,0.990506118
4485,0,0,8.978213802,0,0
4486,0,0,0,0,0
4487,0,0,0,0,0
4488,0,0,0,0,52.6457809
4489,0,0,2.5647196,0,0
4490,0,0,0,0,0
4491,0,0,0,35.5870686,0
4492,0,0,0,112.3121563,0
4493,0,0,0.075499117,0,0
4494,0,0,0,0,0
4495,0,0,1.615493187,0,0
4496,0,0,0,0,0
4497,0,0,4.180373503,0,0
4498,0,0,7.208947635,0,0
4499,8.20465479,0,0.957209725,0,0
4500,0,0,0.446762635,0,0
4501,0,0,0.093508624,0,0
4502,0,0,34.48790517,0,9.579973657
4503,0,0,0.808053422,0,80.80534215
4504,0,0,1.564025087,0,31.28050174
4505,0,0,0,0,0
4506,0,0,0,0,0
4507,0,0,0,12.77117984,0
4508,0,0,0,35.76992106,0
4509,0,33.80813591,45.58975903,0,0
4510,0,0,0,0,49.57630697
4511,0,0,0,0,0.288082759
4512,0,0,0,0,0
4513,0,0,23.06317423,0,86.06501601
4514,0,0,0,0,0
4515,11.36255226,0,0,0,6.451618654
4516,0,0,0.05321786,2.66089298,2.66089298
4517,0,0.120472909,0,0,0
4518,8.813140539,0,0.238192988,0,0
4519,0,0,0,0,0
4520,0,0,0,0,0
4521,0,0,0,0,0
4522,0,0,0,0,0
4523,0,0,0.103051465,0.103051465,0.309154396
4524,0,0,8.421790323,0,0
4525,0,2.678463381,4.300994083,0,0
4526,0,0,0,0,0
4527,0,0,0,5.476729061,0
4528,0,0,66.79448078,0,0
4529,0,0,0,0,0
4530,0,0,13.96827877,0,0
4531,12.00421283,0,0.818469057,0,0
4532,0,0,4.938826561,0,13.11192892
4533,0,0,3.284311433,0,0
4534,0,0,0,0,0
4535,0,0,0,0,0
4536,0,0,0,0,0
4537,0,0,0,0,0
4538,0,0,0.2519484,1.349723573,0
4539,0,0,0,0,0
4540,0.215306873,0,0,21.53068733,0
4541,13.00105654,0,3.489832559,0,0
4542,0,0,0,0,0
4543,0,3.158413377,6.316826754,0,0
4544,0,0,17.47642678,0,0
4545,0,0,0.430269298,0,0
4546,0,0,0.411085179,0,0
4547,0,0,7.702132533,0,0
4548,6.568282435,0,0,0,0
4549,0,0,37.82743493,0,72.74506717
4550,16.57236812,0,0.938058573,0,0
4551,10.26114564,0,0,0,0
4552,0,0,0.886749771,0,0
4553,0,0,0,0,0
4554,0,0,0.34787072,0,0
4555,0,0,0,0,24.61838018
4556,0,0,0,0,0
4557,0,0,0,0,0
4558,0,0,0,0,0
4559,0,0,1.392723327,0,0
4560,0,0,0.101920683,0,1.732651618
4561,0,0,0,0,0
4562,0,0,0,0,23.86894685
4563,30.99563488,0,1.408892495,0,0
4564,0,0,0.310022153,0,0
4565,18.84267207,0,0,0,0
4566,0,0,0.393414888,0,0
4567,0,0,0,0,0
4568,0,134.4667029,248.559663,0,334.129383
4569,0,0,0,0,0
4570,0.290969754,0,0.140288989,0,0
4571,0,0,21.58927287,0,77.10454598
4572,0,0,0,0,0
4573,0,0,0.243698582,0,0
4574,0,0,5.98012098,0,0
4575,0,0,0,1.320740864,0
4576,0,0,0,0,0
4577,0,0,8.96842227,0,0
4578,0,11.35116872,20.78137042,0,0
4579,10.94637262,0,0.576124875,0,0
4580,9.444608921,0.950799556,1.236039423,0,0
4581,0,0,3.005287963,0,0
4582,0,0,0.093448021,0,0
4583,0,1.927951953,3.488674963,0,0
4584,0,0,0.101486773,1.319328045,20.29735454
4585,0,0,0,0,0
4586,0,0,0.03727437,0,0
4587,0,0,0.355427128,0,0
4588,0,0,6.631660766,0,0
4589,0,0,0,0,0
4590,0,0,0.337509751,0,0
4591,0,0,0,0,0
4592,0,0,0.063988906,0,0
4593,0,0,0,0,0
4594,7.650276875,0,0,0,0
4595,0,0,0,0,0
4596,0,0,0,0,0
4597,0,0,0.258260078,0,0
4598,0,2.842285261,6.340482506,0,0
4599,7.373769685,0,0,48.05663692,0
4600,0,0,0.702059742,0,0
4601,0,0,1.618904308,0,0
4602,0,0,0,0,0
4603,0,0,0,0,0
4604,0,0,0,0,0
4605,0,0,0.041903383,0,0
4606,4.637000825,0,0.197319184,0,0
4607,0,0,0.119858793,0,0
4608,0,0,0,0,0
4609,0,0,1.198199109,0,0
4610,0,0,0.010453249,0,0
4611,0,6.970742699,13.9414854,0,0
4612,0,0,0,0,0
4613,0,18.20213855,33.71871568,0,0
4614,0,0,0.717425859,0,0
4615,0,0,2.495912373,0,0
4616,9.76317494,0,0,0,0
4617,0,0,0,0,0
4618,22.13460157,0,1.500650954,25.01084923,25.01084923
4619,34.32247163,0,0,124.0889359,0
4620,0,0,0,0,0
4621,0,0,11.26933185,0,0
4622,0,1.540912945,9.245477668,0,0
4623,0,0,0.34422918,0,0
4624,0,0,0,0,0
4625,0,0,0,0,0
4626,0,0,7.104264289,0,0
4627,0,0,0,0,0
4628,0,8.550104403,15.18498542,27.36033409,27.36033409
4629,0,0,0,0,0
4630,30.92833095,0,0,0,0
4631,50.30382017,0,0.78599719,0,0
4632,0,0,9.819625718,0,0
4633,0,0,0.907454028,0,0
4634,0,0,0,0,0
4635,3.232274695,0,0,0,0
4636,0,0,0,0,0
4637,0,1.579969008,2.773006831,0,6.448853094
4638,0,0,0,0,0
4639,0,0,0,0,0
4640,0,0,16.90687772,0,0
4641,0,0,0.139483992,0,0
4642,0,0.114130788,0.529892944,0,0
4643,0,0,3.635034977,0,8.453569714
4644,0,0,0,0,0
4645,0,0,0,0,0
4646,0,0,0,47.3739081,0
4647,0,0,0,0,0
4648,0,0,0,0,0
4649,0,0,0.706073919,0,0
4650,0,0,0.063743525,12.74870496,0
4651,0,0,0,0,0
4652,0,5.46748905,10.00971072,0,16.82304323
4653,20.21542,0,0.8086168,0,0
4654,0,0,168.0870241,0,0
4655,0,0,0,0,0
4656,0,0,20.80150147,0,0
4657,0,0,0,3.021743653,0
4658,0,0,0,0,0
4659,0,0,1.177217036,0,0
4660,0,0,0.899652084,0,0
4661,0,0,7.257695173,0,0
4662,0,0,0.251288723,0,0
4663,0,0,0,77.26854164,0
4664,0,0,3.897281928,0,0
4665,0,0,0,0,0
4666,0,0,0,0,0
4667,0,0,0,0,4.522396292
4668,0,0,0,0,0
4669,0,0,0,0,0
4670,0,0,0,4.641473141,0
4671,0,0,0,0,0
4672,0,0,0.684987857,0,0
4673,0,0,0.216655426,0,0
4674,0,3.11026957,5.912314227,0,0
4675,0,0,16.63682859,0,0
4676,0,0,0.113796781,0,0
4677,0,0,0,0,0
4678,0,0,0,0,0
4679,0,0,0,0,0
4680,0,0,0.934161612,0,0
4681,9.390151954,0,0.108347907,0,0
4682,0,0,0.728888747,0,72.88887469
4683,0,6.8348976,12.53471399,0,0
4684,0,0,0.19108587,0,0
4685,0,0,0,0,0
4686,0,0,0,0,0
4687,13.46987916,0,2.486746922,0,0
4688,0,0,2.813000143,0,0
4689,0,0,0,0,0
4690,0,0,9.856425494,0,0
4691,0,0,0,12.45958026,0
4692,1.135994137,0,0,0,0
4693,0,0,0,8.087729055,0
4694,0,0,0,9.934572332,0
4695,0,0,39.52519155,0,0
4696,0,0.456490178,1.521633925,0,4.412738384
4697,75.62390089,0,41.86323085,0,0
4698,0,0,0,0,0
4699,0,0,0,0,0
4700,0,0,0,0,0
4701,0,0,0.086427753,0,0
4702,0,0,0,0,0
4703,0,0,0,0,0
4704,0,0,1.029827088,0,0
4705,0,2.684315639,5.752104941,0,0
4706,0,1.34935324,1.820057859,0,9.414092373
4707,2.427712393,0,0.7552883,0,0
4708,0,0,0,0,0
4709,0,0,0.088542175,0,0
4710,4.110948505,0,13.54194802,0,0
4711,0,0,0,0,0
4712,0,0,2.958150013,0,0
4713,0,0.694680854,3.473404268,0,0
4714,0,0,0.661376612,0,0
4715,0,0,0,0,0
4716,0,0,0,0,0
4717,8.710221708,0,0,0,0
4718,0,0,0,0,0
4719,0,0,2.965951318,0,0
4720,0,0,0.548578979,0,0
4721,1.098341204,0,0,0,0
4722,0,0,0.057738034,0,0
4723,0,0,0.595755649,0,0
4724,0,0,0,0,0
4725,0,0,3.710286529,0,74.20573058
4726,0,0,0,0,0
4727,10.29305661,0.205861132,0.463187547,0,0
4728,0,0.413308071,2.066540357,82.66161427,0
4729,0,0,0.661359197,0,18.89597705
4730,0,0.661307279,1.322614557,0,0
4731,0,0,0.026826312,0.804789374,0
4732,0,0,0,30.88388912,0
4733,0,0,81.21422013,0,97.75785756
4734,0,0,0,25.04708584,0
4735,0,0,0,0,0
4736,71.62012775,0,4.655308304,18.26313258,0
4737,0,0,0.417128339,0,0
4738,0,0,4.192648847,0,8.062786244
4739,0,0,0,0,0
4740,0,8.503540519,10.5994836,0,0
4741,0,0.144370374,3.46488898,0,0
4742,0,0,0,0,0
4743,2.686488949,0,0,0,0
4744,0,0,0,0,0
4745,0,0,0,0,0
4746,0,1.407834322,1.060446632,0,0
4747,0,0,8.722685287,0,0
4748,0,0,0.167030467,0,0
4749,0,0,50.8679666,67.98242266,0
4750,0,0,0,0,0
4751,0,0,0,0,0
4752,0,0,0,0,0
4753,14.09236053,0,0,37.57962808,0
4754,0,0,0,0,0
4755,7.222923025,0,1.179744094,0,0
4756,8.444762166,0,0,45.64736306,0
4757,0,0,11.16273152,0,23.25569066
4758,0,0.417236156,22.11351629,0,0
4759,0,0,0,0,0
4760,4.564488763,0,0.022822444,0,0
4761,0,0,0,0,0
4762,0,0,0.896318019,0,0
4763,0,0,6.06605094,0,0
4764,0,0,0,0,0
4765,0,0,0.124500643,0,0
4766,0,0,0.229221936,0,0
4767,0,0.336641082,0.692518797,0,0
4768,0,0,0,155.3528128,0
4769,27.58445857,0,0,0,0
4770,0,0,0,69.65127893,33.51819225
4771,0,0,0,0,0
4772,9.42266133,0,0,47.11330665,0
4773,0,0,0.365703924,0,0
4774,0,0,0.34314819,0,0
4775,0,1.834235946,4.585589865,0,0
4776,0,0,0,0,0
4777,0,4.491942555,8.342179031,0,0
4778,0,0,0,0,71.36188785
4779,0,0,0,0,0
4780,0,0,10.7025258,0,0
4781,0,0,0,0,0
4782,0,0,0,0,0
4783,0,0,0,0,0
4784,0,0,1.061039266,0,0
4785,0,0,0,0,0
4786,0,0,32.71096152,0,0
4787,0,0,0,0,0
4788,0,0,0,0,0
4789,0,0,0.790762284,0,0
4790,0,0,13.40851376,43.27293077,60.64305087
4791,0,0,0.094912347,0,0
4792,0,0,0,0,0
4793,0,0,84.19159152,0,0
4794,0,0,0,0,6.180214281
4795,0,0,0.964298679,0,0
4796,0,7.438693115,9.490746388,0,0
4797,0,0,0,0,58.25084153
4798,0,0,0,0,0
4799,0,0,1.82797727,0,0
4800,0,0,11.32012237,0,0
4801,0,0,0,0,0
4802,0,0,0.339075307,0,44.41886516
4803,0,0,0,0,0
4804,0,0,20.50827846,0,0
4805,0,0,7.697057018,0,0
4806,32.51426563,0,0,0,0
4807,0,0,1.796663356,0,0
4808,0,0,0.198266542,0,0
4809,0,0,10.92397165,0,0
4810,16.90242511,0,8.621944121,0,0
4811,0,0,0,0,0
4812,0,0,0.287873491,0,0
4813,0,0,0.224260543,0,0
4814,0,0,0,0,0
4815,0,0,5.442145205,0,0
4816,0,0,0.950780039,0,0
4817,0,0,0,0,0
4818,0,0,0,0,0
4819,0,0,0.02228167,0,0
4820,0,0,2.19511217,0,0
4821,0,0,0.090032835,0,0
4822,0,0,0,0,0
4823,0,0,0,0,68.61331379
4824,26.12208648,1.567325189,1.959156486,0,0
4825,0,0,0.041791296,0,0.835825916
4826,0,0,0,0,74.65034264
4827,0,0,0,0,0
4828,0,0,0,0,0
4829,0,0,0,0,8.225403905
4830,0,0,1.064705897,0,0
4831,0,0,0,0,0
4832,0,0,0,0,0
4833,73.80691186,0,0,0,0
4834,0,0,0,0,0
4835,0,0,0,0,0
4836,0,0,0,0,0
4837,0,0,0,0,0
4838,0,0,8.079818129,0,0
4839,12.15280655,0,2.248269211,0,0
4840,0,0,10.54082058,0,0
4841,0,0,0,0,0
4842,0,0,0,0,0
4843,0,0,0,20.92534921,26.35043974
4844,0,0,2.946587499,0,0
4845,0,0,0,0,0
4846,0,0,0,0,0
4847,0,0,4.295126825,0,0
4848,0,0,0,0,0
4849,0,0,0.746549792,0,0
4850,0,0,3.148690819,0,0
4851,0,0,0,0,0
4852,0,0,0,0,0
4853,0,0,0.12538559,0,0
4854,0,0,0.646866601,0,78.27085868
4855,0,0,0.079042316,0,0
4856,0,0,0,0,0
4857,0,0,7.831758059,0,0
4858,3.893954695,0,0,0,0
4859,0,1.126377872,2.896400242,0,0
4860,0,0,0.59738429,0,0
4861,0,0,10.33161025,0,0
4862,0,0.972133342,1.794707708,0,0
4863,0,0,0.745770699,0,0
4864,0,0,2.09496758,0,0
4865,12.29041377,0,10.08741508,0,0
4866,0,0,0,0,0
4867,0.624069128,0,0.218971624,0,0
4868,0,0,0,1.40799193,0
4869,0,0,0,0,0
4870,0,0,1.95236608,0,0
4871,0,0,0,0,0
4872,0,0,0,0,0
4873,0,0.733274754,79.92694823,0,146.6549509
4874,0,0,0.73055853,0,0
4875,0,0,5.813355188,0,0
4876,0,0,0,2.349743044,0
4877,0,0,0,0,0
4878,0,0,20.63271048,0,0
4879,0,0,0,0,0
4880,0,0,0.629649364,0,0
4881,6.706526778,0,3.178816161,0,0
4882,0,0,0,0,0
4883,0,0.817280719,1.702668165,0,29.18859712
4884,0,0,0.152202466,0,0
4885,0,0,0,0,0
4886,0,0,0,0,31.20385933
4887,0,0,1.09964779,0,0
4888,0,0,0,46.07455134,0
4889,0,0,0,0,0
4890,107.688924,0,0,179.48154,179.48154
4891,4.776081193,0,0,0,0
4892,0,0,4.433919045,0,0
4893,0,0,0.249807716,0,49.71173552
4894,0,0,0,0,0
4895,0,0,9.091026242,0,0
4896,0,0,0,0,0
4897,0,0,6.688079904,0,0
4898,0,0,0.678718678,0,0
4899,0,0,0,0,0
4900,6.11614642,0,3.676559927,0,0
4901,0,0,16.87584252,0,3.319837873
4902,0,0,0,34.08943914,0
4903,0,0,0.36303484,0,0
4904,0,0,0,0,0
4905,0,0.691447835,0,0,0
4906,0,0,0.507774708,0,0
4907,0,0,0.187147346,0,0
4908,0,0,0,0,0
4909,0,0,0,0,0
4910,0,0,0,0,0
4911,0,0,0,71.23315154,0
4912,0,0,0,0,0
4913,0,0,0,0,0
4914,0,0,0,0,0
4915,5.558488308,0,0,43.88280243,0
4916,0,0.18281054,9.506148102,0,0
4917,0,0,0.101635184,0,0
4918,18.89224051,0,0.331442816,0,0
4919,0,0,0,0,0
4920,0.538269431,0,0,0,0
4921,0,1.892016339,2.859046912,0,0
4922,1.61626906,0,0,0,0
4923,0,0,0,5.672563605,39.12112831
4924,0,0,0.018500449,0,2.793567831
4925,0,0,0.811207,0,0
4926,13.18202167,0,0.263640433,0,0
4927,0,0,0.080934275,0,0
4928,0,0,0,0,0
4929,0,1.827401242,3.758240289,0,0
4930,0,0,8.187319775,0,16.05356819
4931,0,0,13.24239607,0,0
4932,0,0,1.531994623,0,0
4933,0,88.51721626,155.7247323,0,0
4934,0,0,0,0,0
4935,0,0,0,0,0
4936,76.40284283,1.543491774,3.472856492,0,0
4937,0,0,0,0,0
4938,0,0,0,0,0
4939,54.13975024,0,0.907370116,60.49134105,0
